provider;state;indicator;indicator_value
COMEFLO;LAVALLEJA;Gine;0
COMEFLO;LAVALLEJA;AE;0
COMEFLO;LAVALLEJA;LE;0
COMEFLO;MALDONADO;MG;0
COMEFLO;MALDONADO;MFYC;0
COMEFLO;MALDONADO;Pediatría;0
COMEFLO;MALDONADO;Gine;0
COMEFLO;MALDONADO;AE;0
COMEFLO;MALDONADO;LE;0
COMEFLO;PAYSANDÚ;MG;0
COMEFLO;PAYSANDÚ;MFYC;0
COMEFLO;PAYSANDÚ;Pediatría;0
COMEFLO;PAYSANDÚ;Gine;0
COMEFLO;PAYSANDÚ;AE;0
COMEFLO;PAYSANDÚ;LE;0
COMEFLO;RÍO NEGRO;MG;0
COMEFLO;RÍO NEGRO;MFYC;0
COMEFLO;RÍO NEGRO;Pediatría;0
COMEFLO;RÍO NEGRO;Gine;0
COMEFLO;RÍO NEGRO;AE;0
COMEFLO;RÍO NEGRO;LE;0
COMEFLO;RIVERA;MG;0
COMEFLO;RIVERA;MFYC;0
COMEFLO;RIVERA;Pediatría;0
COMEFLO;RIVERA;Gine;0
COMEFLO;RIVERA;AE;0
COMEFLO;RIVERA;LE;0
COMEFLO;ROCHA;MG;0
COMEFLO;ROCHA;MFYC;0
COMEFLO;ROCHA;Pediatría;0
COMEFLO;ROCHA;Gine;0
COMEFLO;ROCHA;AE;0
COMEFLO;ROCHA;LE;0
COMEFLO;SALTO;MG;0
COMEFLO;SALTO;MFYC;0
COMEFLO;SALTO;Pediatría;0
COMEFLO;SALTO;Gine;0
COMEFLO;SALTO;AE;0
COMEFLO;SALTO;LE;0
COMEFLO;SAN JOSÉ;MG;0
COMEFLO;SAN JOSÉ;MFYC;0
COMEFLO;SAN JOSÉ;Pediatría;0
COMEFLO;SAN JOSÉ;Gine;0
COMEFLO;SAN JOSÉ;AE;0
COMEFLO;SAN JOSÉ;LE;0
COMEFLO;SORIANO;MG;0
COMEFLO;SORIANO;MFYC;0
COMEFLO;SORIANO;Pediatría;0
COMEFLO;SORIANO;Gine;0
COMEFLO;SORIANO;AE;0
COMEFLO;SORIANO;LE;0
COMEFLO;TACUAREMBÓ;MG;0
COMEFLO;TACUAREMBÓ;MFYC;0
COMEFLO;TACUAREMBÓ;Pediatría;0
COMEFLO;TACUAREMBÓ;Gine;0
COMEFLO;TACUAREMBÓ;AE;0
COMEFLO;TACUAREMBÓ;LE;0
COMEFLO;TREINTA Y TRES;MG;0
COMEFLO;TREINTA Y TRES;MFYC;0
COMEFLO;TREINTA Y TRES;Pediatría;0
COMEFLO;TREINTA Y TRES;Gine;0
COMEFLO;TREINTA Y TRES;AE;0
COMEFLO;TREINTA Y TRES;LE;0
COMEPA;MONTEVIDEO;MG;0
COMEPA;MONTEVIDEO;MFYC;0
COMEPA;MONTEVIDEO;Pediatría;0
COMEPA;MONTEVIDEO;Gine;0
COMEPA;MONTEVIDEO;AE;0
COMEPA;MONTEVIDEO;LE;0
COMEPA;ARTIGAS;MG;0
COMEPA;ARTIGAS;MFYC;0
COMEPA;ARTIGAS;Pediatría;0
COMEPA;ARTIGAS;Gine;0
COMEPA;ARTIGAS;AE;0
COMEPA;ARTIGAS;LE;0
COMEPA;CANELONES;MG;0
COMEPA;CANELONES;MFYC;0
COMEPA;CANELONES;Pediatría;0
COMEPA;CANELONES;Gine;0
COMEPA;CANELONES;AE;0
COMEPA;CANELONES;LE;0
COMEPA;CERRO LARGO;MG;0
COMEPA;CERRO LARGO;MFYC;0
COMEPA;CERRO LARGO;Pediatría;0
COMEPA;CERRO LARGO;Gine;0
COMEPA;CERRO LARGO;AE;0
COMEPA;CERRO LARGO;LE;0
COMEPA;COLONIA;MG;0
COMEPA;COLONIA;MFYC;0
COMEPA;COLONIA;Pediatría;0
COMEPA;COLONIA;Gine;0
COMEPA;COLONIA;AE;0
COMEPA;COLONIA;LE;0
COMEPA;DURAZNO;MG;0
COMEPA;DURAZNO;MFYC;0
COMEPA;DURAZNO;Pediatría;0
COMEPA;DURAZNO;Gine;0
COMEPA;DURAZNO;AE;0
COMEPA;DURAZNO;LE;0
COMEPA;FLORES;MG;0
COMEPA;FLORES;MFYC;0
COMEPA;FLORES;Pediatría;0
COMEPA;FLORES;Gine;0
COMEPA;FLORES;AE;0
COMEPA;FLORES;LE;0
COMEPA;FLORIDA;MG;0
COMEPA;FLORIDA;MFYC;0
COMEPA;FLORIDA;Pediatría;0
COMEPA;FLORIDA;Gine;0
COMEPA;FLORIDA;AE;0
COMEPA;FLORIDA;LE;0
COMEPA;LAVALLEJA;MG;0
COMEPA;LAVALLEJA;MFYC;0
COMEPA;LAVALLEJA;Pediatría;0
COMEPA;LAVALLEJA;Gine;0
COMEPA;LAVALLEJA;AE;0
COMEPA;LAVALLEJA;LE;0
COMEPA;MALDONADO;MG;0
COMEPA;MALDONADO;MFYC;0
COMEPA;MALDONADO;Pediatría;0
COMEPA;MALDONADO;Gine;0
COMEPA;MALDONADO;AE;0
COMEPA;MALDONADO;LE;0
COMEPA;PAYSANDÚ;MG;1.67
COMEPA;PAYSANDÚ;MFYC;0.40
COMEPA;PAYSANDÚ;Pediatría;4.74
COMEPA;PAYSANDÚ;Gine;1.63
COMEPA;PAYSANDÚ;AE;11.43
COMEPA;PAYSANDÚ;LE;0.91
COMEPA;RÍO NEGRO;MG;0
COMEPA;RÍO NEGRO;MFYC;0
COMEPA;RÍO NEGRO;Pediatría;0
COMEPA;RÍO NEGRO;Gine;0
COMEPA;RÍO NEGRO;AE;0
COMEPA;RÍO NEGRO;LE;0
COMEPA;RIVERA;MG;0
COMEPA;RIVERA;MFYC;0
COMEPA;RIVERA;Pediatría;0
COMEPA;RIVERA;Gine;0
COMEPA;RIVERA;AE;0
COMEPA;RIVERA;LE;0
COMEPA;ROCHA;MG;0
COMEPA;ROCHA;MFYC;0
COMEPA;ROCHA;Pediatría;0
COMEPA;ROCHA;Gine;0
COMEPA;ROCHA;AE;0
COMEPA;ROCHA;LE;0
COMEPA;SALTO;MG;0
COMEPA;SALTO;MFYC;0
COMEPA;SALTO;Pediatría;0
COMEPA;SALTO;Gine;0
COMEPA;SALTO;AE;0
COMEPA;SALTO;LE;0
COMEPA;SAN JOSÉ;MG;0
COMEPA;SAN JOSÉ;MFYC;0
COMEPA;SAN JOSÉ;Pediatría;0
COMEPA;SAN JOSÉ;Gine;0
COMEPA;SAN JOSÉ;AE;0
COMEPA;SAN JOSÉ;LE;0
COMEPA;SORIANO;MG;0
COMEPA;SORIANO;MFYC;0
COMEPA;SORIANO;Pediatría;0
COMEPA;SORIANO;Gine;0
COMEPA;SORIANO;AE;0
COMEPA;SORIANO;LE;0
COMEPA;TACUAREMBÓ;MG;0
COMEPA;TACUAREMBÓ;MFYC;0
COMEPA;TACUAREMBÓ;Pediatría;0
COMEPA;TACUAREMBÓ;Gine;0
COMEPA;TACUAREMBÓ;AE;0
COMEPA;TACUAREMBÓ;LE;0
COMEPA;TREINTA Y TRES;MG;0
COMEPA;TREINTA Y TRES;MFYC;0
COMEPA;TREINTA Y TRES;Pediatría;0
COMEPA;TREINTA Y TRES;Gine;0
COMEPA;TREINTA Y TRES;AE;0
COMEPA;TREINTA Y TRES;LE;0
COMERI;MONTEVIDEO;MG;0
COMERI;MONTEVIDEO;MFYC;0
COMERI;MONTEVIDEO;Pediatría;0
COMERI;MONTEVIDEO;Gine;0
COMERI;MONTEVIDEO;AE;0
COMERI;MONTEVIDEO;LE;0
COMERI;ARTIGAS;MG;0
COMERI;ARTIGAS;MFYC;0
COMERI;ARTIGAS;Pediatría;0
COMERI;ARTIGAS;Gine;0
COMERI;ARTIGAS;AE;0
COMERI;ARTIGAS;LE;0
COMERI;CANELONES;MG;0
COMERI;CANELONES;MFYC;0
COMERI;CANELONES;Pediatría;0
COMERI;CANELONES;Gine;0
COMERI;CANELONES;AE;0
COMERI;CANELONES;LE;0
COMERI;CERRO LARGO;MG;0
COMERI;CERRO LARGO;MFYC;0
COMERI;CERRO LARGO;Pediatría;0
COMERI;CERRO LARGO;Gine;0
COMERI;CERRO LARGO;AE;0
COMERI;CERRO LARGO;LE;0
COMERI;COLONIA;MG;0
COMERI;COLONIA;MFYC;0
COMERI;COLONIA;Pediatría;0
COMERI;COLONIA;Gine;0
COMERI;COLONIA;AE;0
COMERI;COLONIA;LE;0
COMERI;DURAZNO;MG;0
COMERI;DURAZNO;MFYC;0
COMERI;DURAZNO;Pediatría;0
COMERI;DURAZNO;Gine;0
COMERI;DURAZNO;AE;0
COMERI;DURAZNO;LE;0
COMERI;FLORES;MG;0
COMERI;FLORES;MFYC;0
COMERI;FLORES;Pediatría;0
COMERI;FLORES;Gine;0
COMERI;FLORES;AE;0
COMERI;FLORES;LE;0
COMERI;FLORIDA;MG;0
COMERI;FLORIDA;MFYC;0
COMERI;FLORIDA;Pediatría;0
COMERI;FLORIDA;Gine;0
COMERI;FLORIDA;AE;0
COMERI;FLORIDA;LE;0
COMERI;LAVALLEJA;MG;0
COMERI;LAVALLEJA;MFYC;0
COMERI;LAVALLEJA;Pediatría;0
COMERI;LAVALLEJA;Gine;0
COMERI;LAVALLEJA;AE;0
COMERI;LAVALLEJA;LE;0
COMERI;MALDONADO;MG;0
COMERI;MALDONADO;MFYC;0
COMERI;MALDONADO;Pediatría;0
COMERI;MALDONADO;Gine;0
COMERI;MALDONADO;AE;0
COMERI;MALDONADO;LE;0
COMERI;PAYSANDÚ;MG;0
COMERI;PAYSANDÚ;MFYC;0
COMERI;PAYSANDÚ;Pediatría;0
COMERI;PAYSANDÚ;Gine;0
COMERI;PAYSANDÚ;AE;0
COMERI;PAYSANDÚ;LE;0
COMERI;RÍO NEGRO;MG;0
COMERI;RÍO NEGRO;MFYC;0
COMERI;RÍO NEGRO;Pediatría;0
COMERI;RÍO NEGRO;Gine;0
COMERI;RÍO NEGRO;AE;0
COMERI;RÍO NEGRO;LE;0
COMERI;RIVERA;MG;1.44
COMERI;RIVERA;MFYC;0
COMERI;RIVERA;Pediatría;2.98
COMERI;RIVERA;Gine;1.52
COMERI;RIVERA;AE;10.00
COMERI;RIVERA;LE;1.82
COMERI;ROCHA;MG;0
COMERI;ROCHA;MFYC;0
COMERI;ROCHA;Pediatría;0
COMERI;ROCHA;Gine;0
COMERI;ROCHA;AE;0
COMERI;ROCHA;LE;0
COMERI;SALTO;MG;0
COMERI;SALTO;MFYC;0
COMERI;SALTO;Pediatría;0
COMERI;SALTO;Gine;0
COMERI;SALTO;AE;0
COMERI;SALTO;LE;0
COMERI;SAN JOSÉ;MG;0
COMERI;SAN JOSÉ;MFYC;0
COMERI;SAN JOSÉ;Pediatría;0
COMERI;SAN JOSÉ;Gine;0
COMERI;SAN JOSÉ;AE;0
COMERI;SAN JOSÉ;LE;0
COMERI;SORIANO;MG;0
COMERI;SORIANO;MFYC;0
COMERI;SORIANO;Pediatría;0
COMERI;SORIANO;Gine;0
COMERI;SORIANO;AE;0
COMERI;SORIANO;LE;0
COMERI;TACUAREMBÓ;MG;0
COMERI;TACUAREMBÓ;MFYC;0
COMERI;TACUAREMBÓ;Pediatría;0
COMERI;TACUAREMBÓ;Gine;0
COMERI;TACUAREMBÓ;AE;0
COMERI;TACUAREMBÓ;LE;0
COMERI;TREINTA Y TRES;MG;0
COMERI;TREINTA Y TRES;MFYC;0
COMERI;TREINTA Y TRES;Pediatría;0
COMERI;TREINTA Y TRES;Gine;0
COMERI;TREINTA Y TRES;AE;0
COMERI;TREINTA Y TRES;LE;0
COMERO;MONTEVIDEO;MG;0
COMERO;MONTEVIDEO;MFYC;0
COMERO;MONTEVIDEO;Pediatría;0
COMERO;MONTEVIDEO;Gine;0
COMERO;MONTEVIDEO;AE;0
COMERO;MONTEVIDEO;LE;0
COMERO;ARTIGAS;MG;0
COMERO;ARTIGAS;MFYC;0
COMERO;ARTIGAS;Pediatría;0
COMERO;ARTIGAS;Gine;0
COMERO;ARTIGAS;AE;0
COMERO;ARTIGAS;LE;0
COMERO;CANELONES;MG;0
COMERO;CANELONES;MFYC;0
COMERO;CANELONES;Pediatría;0
COMERO;CANELONES;Gine;0
COMERO;CANELONES;AE;0
COMERO;CANELONES;LE;0
COMERO;CERRO LARGO;MG;0
COMERO;CERRO LARGO;MFYC;0
COMERO;CERRO LARGO;Pediatría;0
COMERO;CERRO LARGO;Gine;0
COMERO;CERRO LARGO;AE;0
COMERO;CERRO LARGO;LE;0
COMERO;COLONIA;MG;0
COMERO;COLONIA;MFYC;0
COMERO;COLONIA;Pediatría;0
COMERO;COLONIA;Gine;0
COMERO;COLONIA;AE;0
COMERO;COLONIA;LE;0
COMERO;DURAZNO;MG;0
COMERO;DURAZNO;MFYC;0
COMERO;DURAZNO;Pediatría;0
COMERO;DURAZNO;Gine;0
COMERO;DURAZNO;AE;0
COMERO;DURAZNO;LE;0
COMERO;FLORES;MG;0
COMERO;FLORES;MFYC;0
COMERO;FLORES;Pediatría;0
COMERO;FLORES;Gine;0
COMERO;FLORES;AE;0
COMERO;FLORES;LE;0
COMERO;FLORIDA;MG;0
COMERO;FLORIDA;MFYC;0
COMERO;FLORIDA;Pediatría;0
COMERO;FLORIDA;Gine;0
COMERO;FLORIDA;AE;0
COMERO;FLORIDA;LE;0
COMERO;LAVALLEJA;MG;0
COMERO;LAVALLEJA;MFYC;0
COMERO;LAVALLEJA;Pediatría;0
COMERO;LAVALLEJA;Gine;0
COMERO;LAVALLEJA;AE;0
COMERO;LAVALLEJA;LE;0
COMERO;MALDONADO;MG;0
COMERO;MALDONADO;MFYC;0
COMERO;MALDONADO;Pediatría;0
COMERO;MALDONADO;Gine;0
COMERO;MALDONADO;AE;0
COMERO;MALDONADO;LE;0
COMERO;PAYSANDÚ;MG;0
COMERO;PAYSANDÚ;MFYC;0
COMERO;PAYSANDÚ;Pediatría;0
COMERO;PAYSANDÚ;Gine;0
COMERO;PAYSANDÚ;AE;0
COMERO;PAYSANDÚ;LE;0
COMERO;RÍO NEGRO;MG;0
COMERO;RÍO NEGRO;MFYC;0
COMERO;RÍO NEGRO;Pediatría;0
COMERO;RÍO NEGRO;Gine;0
COMERO;RÍO NEGRO;AE;0
COMERO;RÍO NEGRO;LE;0
COMERO;RIVERA;MG;0
COMERO;RIVERA;MFYC;0
COMERO;RIVERA;Pediatría;0
COMERO;RIVERA;Gine;0
COMERO;RIVERA;AE;0
COMERO;RIVERA;LE;0
COMERO;ROCHA;MG;1.85
COMERO;ROCHA;MFYC;0
COMERO;ROCHA;Pediatría;2.27
COMERO;ROCHA;Gine;0.55
COMERO;ROCHA;AE;3.37
COMERO;ROCHA;LE;0
COMERO;SALTO;MG;0
COMERO;SALTO;MFYC;0
COMERO;SALTO;Pediatría;0
COMERO;SALTO;Gine;0
COMERO;SALTO;AE;0
COMERO;SALTO;LE;0
COMERO;SAN JOSÉ;MG;0
COMERO;SAN JOSÉ;MFYC;0
COMERO;SAN JOSÉ;Pediatría;0
COMERO;SAN JOSÉ;Gine;0
COMERO;SAN JOSÉ;AE;0
COMERO;SAN JOSÉ;LE;0
COMERO;SORIANO;MG;0
COMERO;SORIANO;MFYC;0
COMERO;SORIANO;Pediatría;0
COMERO;SORIANO;Gine;0
COMERO;SORIANO;AE;0
COMERO;SORIANO;LE;0
COMERO;TACUAREMBÓ;MG;0
COMERO;TACUAREMBÓ;MFYC;0
COMERO;TACUAREMBÓ;Pediatría;0
COMERO;TACUAREMBÓ;Gine;0
COMERO;TACUAREMBÓ;AE;0
COMERO;TACUAREMBÓ;LE;0
COMERO;TREINTA Y TRES;MG;0
COMERO;TREINTA Y TRES;MFYC;0
COMERO;TREINTA Y TRES;Pediatría;0
COMERO;TREINTA Y TRES;Gine;0
COMERO;TREINTA Y TRES;AE;0
COMERO;TREINTA Y TRES;LE;0
COMTA;MONTEVIDEO;MG;0
COMTA;MONTEVIDEO;MFYC;0
COMTA;MONTEVIDEO;Pediatría;0
COMTA;MONTEVIDEO;Gine;0
COMTA;MONTEVIDEO;AE;0
COMTA;MONTEVIDEO;LE;0
COMTA;ARTIGAS;MG;0
COMTA;ARTIGAS;MFYC;0
COMTA;ARTIGAS;Pediatría;0
COMTA;ARTIGAS;Gine;0
COMTA;ARTIGAS;AE;0
COMTA;ARTIGAS;LE;0
COMTA;CANELONES;MG;0
COMTA;CANELONES;MFYC;0
COMTA;CANELONES;Pediatría;0
COMTA;CANELONES;Gine;0
COMTA;CANELONES;AE;0
COMTA;CANELONES;LE;0
COMTA;CERRO LARGO;MG;0
COMTA;CERRO LARGO;MFYC;0
COMTA;CERRO LARGO;Pediatría;0
COMTA;CERRO LARGO;Gine;0
COMTA;CERRO LARGO;AE;0
COMTA;CERRO LARGO;LE;0
COMTA;COLONIA;MG;0
COMTA;COLONIA;MFYC;0
COMTA;COLONIA;Pediatría;0
COMTA;COLONIA;Gine;0
COMTA;COLONIA;AE;0
COMTA;COLONIA;LE;0
COMTA;DURAZNO;MG;0
COMTA;DURAZNO;MFYC;0
COMTA;DURAZNO;Pediatría;0
COMTA;DURAZNO;Gine;0
COMTA;DURAZNO;AE;0
COMTA;DURAZNO;LE;0
COMTA;FLORES;MG;0
COMTA;FLORES;MFYC;0
COMTA;FLORES;Pediatría;0
COMTA;FLORES;Gine;0
COMTA;FLORES;AE;0
COMTA;FLORES;LE;0
COMTA;FLORIDA;MG;0
COMTA;FLORIDA;MFYC;0
COMTA;FLORIDA;Pediatría;0
COMTA;FLORIDA;Gine;0
COMTA;FLORIDA;AE;0
COMTA;FLORIDA;LE;0
COMTA;LAVALLEJA;MG;0
COMTA;LAVALLEJA;MFYC;0
COMTA;LAVALLEJA;Pediatría;0
COMTA;LAVALLEJA;Gine;0
COMTA;LAVALLEJA;AE;0
COMTA;LAVALLEJA;LE;0
COMTA;MALDONADO;MG;0
COMTA;MALDONADO;MFYC;0
COMTA;MALDONADO;Pediatría;0
COMTA;MALDONADO;Gine;0
COMTA;MALDONADO;AE;0
COMTA;MALDONADO;LE;0
COMTA;PAYSANDÚ;MG;0
COMTA;PAYSANDÚ;MFYC;0
COMTA;PAYSANDÚ;Pediatría;0
COMTA;PAYSANDÚ;Gine;0
COMTA;PAYSANDÚ;AE;0
COMTA;PAYSANDÚ;LE;0
COMTA;RÍO NEGRO;MG;0
COMTA;RÍO NEGRO;MFYC;0
COMTA;RÍO NEGRO;Pediatría;0
COMTA;RÍO NEGRO;Gine;0
COMTA;RÍO NEGRO;AE;0
COMTA;RÍO NEGRO;LE;0
COMTA;RIVERA;MG;0
COMTA;RIVERA;MFYC;0
COMTA;RIVERA;Pediatría;0
COMTA;RIVERA;Gine;0
COMTA;RIVERA;AE;0
COMTA;RIVERA;LE;0
COMTA;ROCHA;MG;0
COMTA;ROCHA;MFYC;0
COMTA;ROCHA;Pediatría;0
COMTA;ROCHA;Gine;0
COMTA;ROCHA;AE;0
COMTA;ROCHA;LE;0
COMTA;SALTO;MG;0
COMTA;SALTO;MFYC;0
COMTA;SALTO;Pediatría;0
COMTA;SALTO;Gine;0
COMTA;SALTO;AE;0
COMTA;SALTO;LE;0
COMTA;SAN JOSÉ;MG;0
COMTA;SAN JOSÉ;MFYC;0
COMTA;SAN JOSÉ;Pediatría;0
COMTA;SAN JOSÉ;Gine;0
COMTA;SAN JOSÉ;AE;0
COMTA;SAN JOSÉ;LE;0
COMTA;SORIANO;MG;0
COMTA;SORIANO;MFYC;0
COMTA;SORIANO;Pediatría;0
COMTA;SORIANO;Gine;0
COMTA;SORIANO;AE;0
COMTA;SORIANO;LE;0
COMTA;TACUAREMBÓ;MG;2.41
COMTA;TACUAREMBÓ;MFYC;0.01
COMTA;TACUAREMBÓ;Pediatría;5.86
COMTA;TACUAREMBÓ;Gine;1.14
COMTA;TACUAREMBÓ;AE;13.20
COMTA;TACUAREMBÓ;LE;0.61
COMTA;TREINTA Y TRES;MG;0
COMTA;TREINTA Y TRES;MFYC;0
COMTA;TREINTA Y TRES;Pediatría;0
COMTA;TREINTA Y TRES;Gine;0
COMTA;TREINTA Y TRES;AE;0
COMTA;TREINTA Y TRES;LE;0
COSEM;MONTEVIDEO;MG;1.24
COSEM;MONTEVIDEO;MFYC;0.06
COSEM;MONTEVIDEO;Pediatría;5.70
COSEM;MONTEVIDEO;Gine;1.49
COSEM;MONTEVIDEO;AE;5.94
COSEM;MONTEVIDEO;LE;1.23
COSEM;ARTIGAS;MG;0
COSEM;ARTIGAS;MFYC;0
COSEM;ARTIGAS;Pediatría;0
COSEM;ARTIGAS;Gine;0
COSEM;ARTIGAS;AE;0
COSEM;ARTIGAS;LE;0
COSEM;CANELONES;MG;0
COSEM;CANELONES;MFYC;0
COSEM;CANELONES;Pediatría;0
COSEM;CANELONES;Gine;0
COSEM;CANELONES;AE;2.36
COSEM;CANELONES;LE;0
COSEM;CERRO LARGO;MG;0
COSEM;CERRO LARGO;MFYC;0
COSEM;CERRO LARGO;Pediatría;0
COSEM;CERRO LARGO;Gine;0
COSEM;CERRO LARGO;AE;0
COSEM;CERRO LARGO;LE;0
COSEM;COLONIA;MG;0
COSEM;COLONIA;MFYC;0
COSEM;COLONIA;Pediatría;0
COSEM;COLONIA;Gine;0
COSEM;COLONIA;AE;0
COSEM;COLONIA;LE;0
COSEM;DURAZNO;MG;0
COSEM;DURAZNO;MFYC;0
COSEM;DURAZNO;Pediatría;0
COSEM;DURAZNO;Gine;0
COSEM;DURAZNO;AE;0
COSEM;DURAZNO;LE;0
COSEM;FLORES;MG;0
COSEM;FLORES;MFYC;0
COSEM;FLORES;Pediatría;0
COSEM;FLORES;Gine;0
COSEM;FLORES;AE;0
COSEM;FLORES;LE;0
COSEM;FLORIDA;MG;0
COSEM;FLORIDA;MFYC;0
COSEM;FLORIDA;Pediatría;0
COSEM;FLORIDA;Gine;0
COSEM;FLORIDA;AE;0
COSEM;FLORIDA;LE;0
COSEM;LAVALLEJA;MG;0
COSEM;LAVALLEJA;MFYC;0
COSEM;LAVALLEJA;Pediatría;0
COSEM;LAVALLEJA;Gine;0
COSEM;LAVALLEJA;AE;0
COSEM;LAVALLEJA;LE;0
COSEM;MALDONADO;MG;0
COSEM;MALDONADO;MFYC;0
COSEM;MALDONADO;Pediatría;0
COSEM;MALDONADO;Gine;0
COSEM;MALDONADO;AE;0
COSEM;MALDONADO;LE;0
COSEM;PAYSANDÚ;MG;0
COSEM;PAYSANDÚ;MFYC;0
COSEM;PAYSANDÚ;Pediatría;0
COSEM;PAYSANDÚ;Gine;0
COSEM;PAYSANDÚ;AE;0
COSEM;PAYSANDÚ;LE;0
COSEM;RÍO NEGRO;MG;0
COSEM;RÍO NEGRO;MFYC;0
COSEM;RÍO NEGRO;Pediatría;0
COSEM;RÍO NEGRO;Gine;0
COSEM;RÍO NEGRO;AE;0
COSEM;RÍO NEGRO;LE;0
COSEM;RIVERA;MG;0
COSEM;RIVERA;MFYC;0
COSEM;RIVERA;Pediatría;0
COSEM;RIVERA;Gine;0
COSEM;RIVERA;AE;0
COSEM;RIVERA;LE;0
COSEM;ROCHA;MG;0
COSEM;ROCHA;MFYC;0
COSEM;ROCHA;Pediatría;0
COSEM;ROCHA;Gine;0
COSEM;ROCHA;AE;0
COSEM;ROCHA;LE;0
COSEM;SALTO;MG;0
COSEM;SALTO;MFYC;0
COSEM;SALTO;Pediatría;0
COSEM;SALTO;Gine;0
COSEM;SALTO;AE;0
COSEM;SALTO;LE;0
COSEM;SAN JOSÉ;MG;0
COSEM;SAN JOSÉ;MFYC;0
COSEM;SAN JOSÉ;Pediatría;0
COSEM;SAN JOSÉ;Gine;0
COSEM;SAN JOSÉ;AE;0
COSEM;SAN JOSÉ;LE;0
COSEM;SORIANO;MG;0
COSEM;SORIANO;MFYC;0
COSEM;SORIANO;Pediatría;0
COSEM;SORIANO;Gine;0
COSEM;SORIANO;AE;0
COSEM;SORIANO;LE;0
COSEM;TACUAREMBÓ;MG;0
COSEM;TACUAREMBÓ;MFYC;0
COSEM;TACUAREMBÓ;Pediatría;0
COSEM;TACUAREMBÓ;Gine;0
COSEM;TACUAREMBÓ;AE;0
COSEM;TACUAREMBÓ;LE;0
COSEM;TREINTA Y TRES;MG;0
COSEM;TREINTA Y TRES;MFYC;0
COSEM;TREINTA Y TRES;Pediatría;0
COSEM;TREINTA Y TRES;Gine;0
COSEM;TREINTA Y TRES;AE;0
COSEM;TREINTA Y TRES;LE;0
CRAME;MONTEVIDEO;MG;0
CRAME;MONTEVIDEO;MFYC;0
CRAME;MONTEVIDEO;Pediatría;0
CRAME;MONTEVIDEO;Gine;0
CRAME;MONTEVIDEO;AE;0
CRAME;MONTEVIDEO;LE;0
CRAME;ARTIGAS;MG;0
CRAME;ARTIGAS;MFYC;0
CRAME;ARTIGAS;Pediatría;0
CRAME;ARTIGAS;Gine;0
CRAME;ARTIGAS;AE;0
CRAME;ARTIGAS;LE;0
CRAME;CANELONES;MG;0
CRAME;CANELONES;MFYC;0
CRAME;CANELONES;Pediatría;0
CRAME;CANELONES;Gine;0
CRAME;CANELONES;AE;0
CRAME;CANELONES;LE;0
CRAME;CERRO LARGO;MG;0
CRAME;CERRO LARGO;MFYC;0
CRAME;CERRO LARGO;Pediatría;0
CRAME;CERRO LARGO;Gine;0
CRAME;CERRO LARGO;AE;0
CRAME;CERRO LARGO;LE;0
CRAME;COLONIA;MG;0
CRAME;COLONIA;MFYC;0
CRAME;COLONIA;Pediatría;0
CRAME;COLONIA;Gine;0
CRAME;COLONIA;AE;0
CRAME;COLONIA;LE;0
CRAME;DURAZNO;MG;0
CRAME;DURAZNO;MFYC;0
CRAME;DURAZNO;Pediatría;0
CRAME;DURAZNO;Gine;0
CRAME;DURAZNO;AE;0
CRAME;DURAZNO;LE;0
CRAME;FLORES;MG;0
CRAME;FLORES;MFYC;0
CRAME;FLORES;Pediatría;0
CRAME;FLORES;Gine;0
CRAME;FLORES;AE;0
CRAME;FLORES;LE;0
CRAME;FLORIDA;MG;0
CRAME;FLORIDA;MFYC;0
CRAME;FLORIDA;Pediatría;0
CRAME;FLORIDA;Gine;0
CRAME;FLORIDA;AE;0
CRAME;FLORIDA;LE;0
CRAME;LAVALLEJA;MG;0
CRAME;LAVALLEJA;MFYC;0
CRAME;LAVALLEJA;Pediatría;0
CRAME;LAVALLEJA;Gine;0
CRAME;LAVALLEJA;AE;0
CRAME;LAVALLEJA;LE;0
CRAME;MALDONADO;MG;2.38
CRAME;MALDONADO;MFYC;0
CRAME;MALDONADO;Pediatría;4.43
CRAME;MALDONADO;Gine;2.72
CRAME;MALDONADO;AE;6.22
CRAME;MALDONADO;LE;0.38
CRAME;PAYSANDÚ;MG;0
CRAME;PAYSANDÚ;MFYC;0
CRAME;PAYSANDÚ;Pediatría;0
CRAME;PAYSANDÚ;Gine;0
CRAME;PAYSANDÚ;AE;0
CRAME;PAYSANDÚ;LE;0
CRAME;RÍO NEGRO;MG;0
CRAME;RÍO NEGRO;MFYC;0
CRAME;RÍO NEGRO;Pediatría;0
CRAME;RÍO NEGRO;Gine;0
CRAME;RÍO NEGRO;AE;0
CRAME;RÍO NEGRO;LE;0
CRAME;RIVERA;MG;0
CRAME;RIVERA;MFYC;0
CRAME;RIVERA;Pediatría;0
CRAME;RIVERA;Gine;0
CRAME;RIVERA;AE;0
CRAME;RIVERA;LE;0
CRAME;ROCHA;MG;0
CRAME;ROCHA;MFYC;0
CRAME;ROCHA;Pediatría;0
CRAME;ROCHA;Gine;0
CRAME;ROCHA;AE;0
CRAME;ROCHA;LE;0
CRAME;SALTO;MG;0
CRAME;SALTO;MFYC;0
CRAME;SALTO;Pediatría;0
CRAME;SALTO;Gine;0
CRAME;SALTO;AE;0
CRAME;SALTO;LE;0
CRAME;SAN JOSÉ;MG;0
CRAME;SAN JOSÉ;MFYC;0
CRAME;SAN JOSÉ;Pediatría;0
