Institución;Departamento;Especialidad;Valor
SMQS;CERRO LARGO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
SMQS;CERRO LARGO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
SMQS;CERRO LARGO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
SMQS;CERRO LARGO;DERMATOLOGÍA;0.00
SMQS;CERRO LARGO;DIABETOLOGÍA;0.00
SMQS;CERRO LARGO;ENDOCRINOLOGÍA;0.00
SMQS;CERRO LARGO;ENDOSCOPÍA DIGESTIVA;0.00
SMQS;CERRO LARGO;ENFERMEDADES INFECCIOSAS;0.00
SMQS;CERRO LARGO;FISIATRÍA;0.00
SMQS;CERRO LARGO;GASTROENTEROLOGÍA;0.00
SMQS;CERRO LARGO;GERIATRÍA;0.00
SMQS;CERRO LARGO;GINECOTOCOLOGÍA;0.00
SMQS;CERRO LARGO;HEMATOLOGÍA;0.00
SMQS;CERRO LARGO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMQS;CERRO LARGO;MEDICINA INTENSIVA;0.00
SMQS;CERRO LARGO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
SMQS;CERRO LARGO;MEDICINA INTERNA;0.00
SMQS;CERRO LARGO;NEFROLOGÍA;0.00
SMQS;CERRO LARGO;NEFROLOGÍA PEDIÁTRICA;0.00
SMQS;CERRO LARGO;NEONATOLOGÍA;0.00
SMQS;CERRO LARGO;NEUMOLOGÍA;0.00
SMQS;CERRO LARGO;NEUMOLOGÍA PEDIÁTRICA;0.00
SMQS;CERRO LARGO;NEUROCIRUGÍA;0.00
SMQS;CERRO LARGO;NEUROLOGÍA;0.00
SMQS;CERRO LARGO;NEUROPEDIATRÍA;0.00
SMQS;CERRO LARGO;OFTALMOLOGÍA;0.00
SMQS;CERRO LARGO;ONCOLOGÍA MÉDICA;0.00
SMQS;CERRO LARGO;ONCOLOGÍA RADIOTERÁPICA;0.00
SMQS;CERRO LARGO;TRAUMATOLOGÍA;0.00
SMQS;CERRO LARGO;OTORRINOLARINGOLOGÍA;0.00
SMQS;CERRO LARGO;PEDIATRÍA;0.00
SMQS;CERRO LARGO;PSICOTERAPIA PSICOANALÍTICA;0.00
SMQS;CERRO LARGO;PSIQUIATRÍA;0.00
SMQS;CERRO LARGO;PSIQUIATRÍA PEDIÁTRICA;0.00
SMQS;CERRO LARGO;REUMATOLOGÍA;0.00
SMQS;CERRO LARGO;UROLOGÍA;0.00
SMQS;CERRO LARGO;UROLOGÍA PEDIÁTRICA;0.00
SMQS;CERRO LARGO;FISIOTERAPÍA;0.00
SMQS;CERRO LARGO;FONOAUDIOLOGÍA;0.00
SMQS;CERRO LARGO;NUTRICIÓN;0.00
SMQS;CERRO LARGO;PSICOLOGÍA;0.00
SMQS;CERRO LARGO;PSICOMOTRICIDAD;0.00
SMQS;CERRO LARGO;PSICOPEDAGOGÍA;0.00
SMQS;CERRO LARGO;TRABAJO SOCIAL;0.00
SMQS;CERRO LARGO;OBSTETRA PARTERA;0.00
SMQS;COLONIA;MEDICINA GENERAL;0.00
SMQS;COLONIA;ODONTOLOGÍA;0.00
SMQS;COLONIA;ALERGOLOGÍA;0.00
SMQS;COLONIA;ANESTESIOLOGÍA;0.00
SMQS;COLONIA;CARDIOLOGÍA;0.00
SMQS;COLONIA;CARDIOLOGÍA PEDIÁTRICA;0.00
SMQS;COLONIA;CIRUGÍA GENERAL;0.00
SMQS;COLONIA;CIRUGÍA CARDÍACA;0.00
SMQS;COLONIA;CIRUGÍA DE TORAX;0.00
SMQS;COLONIA;CIRUGÍA PEDIÁTRICA;0.00
SMQS;COLONIA;CIRUGÍA PLÁSTICA;0.00
SMQS;COLONIA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
SMQS;COLONIA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
SMQS;COLONIA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
SMQS;COLONIA;DERMATOLOGÍA;0.00
SMQS;COLONIA;DIABETOLOGÍA;0.00
SMQS;COLONIA;ENDOCRINOLOGÍA;0.00
SMQS;COLONIA;ENDOSCOPÍA DIGESTIVA;0.00
SMQS;COLONIA;ENFERMEDADES INFECCIOSAS;0.00
SMQS;COLONIA;FISIATRÍA;0.00
SMQS;COLONIA;GASTROENTEROLOGÍA;0.00
SMQS;COLONIA;GERIATRÍA;0.00
SMQS;COLONIA;GINECOTOCOLOGÍA;0.00
SMQS;COLONIA;HEMATOLOGÍA;0.00
SMQS;COLONIA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMQS;COLONIA;MEDICINA INTENSIVA;0.00
SMQS;COLONIA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
SMQS;COLONIA;MEDICINA INTERNA;0.00
SMQS;COLONIA;NEFROLOGÍA;0.00
SMQS;COLONIA;NEFROLOGÍA PEDIÁTRICA;0.00
SMQS;COLONIA;NEONATOLOGÍA;0.00
SMQS;COLONIA;NEUMOLOGÍA;0.00
SMQS;COLONIA;NEUMOLOGÍA PEDIÁTRICA;0.00
SMQS;COLONIA;NEUROCIRUGÍA;0.00
SMQS;COLONIA;NEUROLOGÍA;0.00
SMQS;COLONIA;NEUROPEDIATRÍA;0.00
SMQS;COLONIA;OFTALMOLOGÍA;0.00
SMQS;COLONIA;ONCOLOGÍA MÉDICA;0.00
SMQS;COLONIA;ONCOLOGÍA RADIOTERÁPICA;0.00
SMQS;COLONIA;TRAUMATOLOGÍA;0.00
SMQS;COLONIA;OTORRINOLARINGOLOGÍA;0.00
SMQS;COLONIA;PEDIATRÍA;0.00
SMQS;COLONIA;PSICOTERAPIA PSICOANALÍTICA;0.00
SMQS;COLONIA;PSIQUIATRÍA;0.00
SMQS;COLONIA;PSIQUIATRÍA PEDIÁTRICA;0.00
SMQS;COLONIA;REUMATOLOGÍA;0.00
SMQS;COLONIA;UROLOGÍA;0.00
SMQS;COLONIA;UROLOGÍA PEDIÁTRICA;0.00
SMQS;COLONIA;FISIOTERAPÍA;0.00
SMQS;COLONIA;FONOAUDIOLOGÍA;0.00
SMQS;COLONIA;NUTRICIÓN;0.00
SMQS;COLONIA;PSICOLOGÍA;0.00
SMQS;COLONIA;PSICOMOTRICIDAD;0.00
SMQS;COLONIA;PSICOPEDAGOGÍA;0.00
SMQS;COLONIA;TRABAJO SOCIAL;0.00
SMQS;COLONIA;OBSTETRA PARTERA;0.00
SMQS;DURAZNO;MEDICINA GENERAL;0.00
SMQS;DURAZNO;ODONTOLOGÍA;0.00
SMQS;DURAZNO;ALERGOLOGÍA;0.00
SMQS;DURAZNO;ANESTESIOLOGÍA;0.00
SMQS;DURAZNO;CARDIOLOGÍA;0.00
SMQS;DURAZNO;CARDIOLOGÍA PEDIÁTRICA;0.00
SMQS;DURAZNO;CIRUGÍA GENERAL;0.00
SMQS;DURAZNO;CIRUGÍA CARDÍACA;0.00
SMQS;DURAZNO;CIRUGÍA DE TORAX;0.00
SMQS;DURAZNO;CIRUGÍA PEDIÁTRICA;0.00
SMQS;DURAZNO;CIRUGÍA PLÁSTICA;0.00
SMQS;DURAZNO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
SMQS;DURAZNO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
SMQS;DURAZNO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
SMQS;DURAZNO;DERMATOLOGÍA;0.00
SMQS;DURAZNO;DIABETOLOGÍA;0.00
SMQS;DURAZNO;ENDOCRINOLOGÍA;0.00
SMQS;DURAZNO;ENDOSCOPÍA DIGESTIVA;0.00
SMQS;DURAZNO;ENFERMEDADES INFECCIOSAS;0.00
SMQS;DURAZNO;FISIATRÍA;0.00
SMQS;DURAZNO;GASTROENTEROLOGÍA;0.00
SMQS;DURAZNO;GERIATRÍA;0.00
SMQS;DURAZNO;GINECOTOCOLOGÍA;0.00
SMQS;DURAZNO;HEMATOLOGÍA;0.00
SMQS;DURAZNO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMQS;DURAZNO;MEDICINA INTENSIVA;0.00
SMQS;DURAZNO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
SMQS;DURAZNO;MEDICINA INTERNA;0.00
SMQS;DURAZNO;NEFROLOGÍA;0.00
SMQS;DURAZNO;NEFROLOGÍA PEDIÁTRICA;0.00
SMQS;DURAZNO;NEONATOLOGÍA;0.00
SMQS;DURAZNO;NEUMOLOGÍA;0.00
SMQS;DURAZNO;NEUMOLOGÍA PEDIÁTRICA;0.00
SMQS;DURAZNO;NEUROCIRUGÍA;0.00
SMQS;DURAZNO;NEUROLOGÍA;0.00
SMQS;DURAZNO;NEUROPEDIATRÍA;0.00
SMQS;DURAZNO;OFTALMOLOGÍA;0.00
SMQS;DURAZNO;ONCOLOGÍA MÉDICA;0.00
SMQS;DURAZNO;ONCOLOGÍA RADIOTERÁPICA;0.00
SMQS;DURAZNO;TRAUMATOLOGÍA;0.00
SMQS;DURAZNO;OTORRINOLARINGOLOGÍA;0.00
SMQS;DURAZNO;PEDIATRÍA;0.00
SMQS;DURAZNO;PSICOTERAPIA PSICOANALÍTICA;0.00
SMQS;DURAZNO;PSIQUIATRÍA;0.00
SMQS;DURAZNO;PSIQUIATRÍA PEDIÁTRICA;0.00
SMQS;DURAZNO;REUMATOLOGÍA;0.00
SMQS;DURAZNO;UROLOGÍA;0.00
SMQS;DURAZNO;UROLOGÍA PEDIÁTRICA;0.00
SMQS;DURAZNO;FISIOTERAPÍA;0.00
SMQS;DURAZNO;FONOAUDIOLOGÍA;0.00
SMQS;DURAZNO;NUTRICIÓN;0.00
SMQS;DURAZNO;PSICOLOGÍA;0.00
SMQS;DURAZNO;PSICOMOTRICIDAD;0.00
SMQS;DURAZNO;PSICOPEDAGOGÍA;0.00
SMQS;DURAZNO;TRABAJO SOCIAL;0.00
SMQS;DURAZNO;OBSTETRA PARTERA;0.00
SMQS;FLORES;MEDICINA GENERAL;0.00
SMQS;FLORES;ODONTOLOGÍA;0.00
SMQS;FLORES;ALERGOLOGÍA;0.00
SMQS;FLORES;ANESTESIOLOGÍA;0.00
SMQS;FLORES;CARDIOLOGÍA;0.00
SMQS;FLORES;CARDIOLOGÍA PEDIÁTRICA;0.00
SMQS;FLORES;CIRUGÍA GENERAL;0.00
SMQS;FLORES;CIRUGÍA CARDÍACA;0.00
SMQS;FLORES;CIRUGÍA DE TORAX;0.00
SMQS;FLORES;CIRUGÍA PEDIÁTRICA;0.00
SMQS;FLORES;CIRUGÍA PLÁSTICA;0.00
SMQS;FLORES;CIRUGÍA VASCULAR PERIFÉRICA;0.00
SMQS;FLORES;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
SMQS;FLORES;CUIDADOS PALIATIVOS DEL ADULTO;0.00
SMQS;FLORES;DERMATOLOGÍA;0.00
SMQS;FLORES;DIABETOLOGÍA;0.00
SMQS;FLORES;ENDOCRINOLOGÍA;0.00
SMQS;FLORES;ENDOSCOPÍA DIGESTIVA;0.00
SMQS;FLORES;ENFERMEDADES INFECCIOSAS;0.00
SMQS;FLORES;FISIATRÍA;0.00
SMQS;FLORES;GASTROENTEROLOGÍA;0.00
SMQS;FLORES;GERIATRÍA;0.00
SMQS;FLORES;GINECOTOCOLOGÍA;0.00
SMQS;FLORES;HEMATOLOGÍA;0.00
SMQS;FLORES;MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMQS;FLORES;MEDICINA INTENSIVA;0.00
SMQS;FLORES;MEDICINA INTENSIVA PEDIÁTRICA;0.00
SMQS;FLORES;MEDICINA INTERNA;0.00
SMQS;FLORES;NEFROLOGÍA;0.00
SMQS;FLORES;NEFROLOGÍA PEDIÁTRICA;0.00
SMQS;FLORES;NEONATOLOGÍA;0.00
SMQS;FLORES;NEUMOLOGÍA;0.00
SMQS;FLORES;NEUMOLOGÍA PEDIÁTRICA;0.00
SMQS;FLORES;NEUROCIRUGÍA;0.00
SMQS;FLORES;NEUROLOGÍA;0.00
SMQS;FLORES;NEUROPEDIATRÍA;0.00
SMQS;FLORES;OFTALMOLOGÍA;0.00
SMQS;FLORES;ONCOLOGÍA MÉDICA;0.00
SMQS;FLORES;ONCOLOGÍA RADIOTERÁPICA;0.00
SMQS;FLORES;TRAUMATOLOGÍA;0.00
SMQS;FLORES;OTORRINOLARINGOLOGÍA;0.00
SMQS;FLORES;PEDIATRÍA;0.00
SMQS;FLORES;PSICOTERAPIA PSICOANALÍTICA;0.00
SMQS;FLORES;PSIQUIATRÍA;0.00
SMQS;FLORES;PSIQUIATRÍA PEDIÁTRICA;0.00
SMQS;FLORES;REUMATOLOGÍA;0.00
SMQS;FLORES;UROLOGÍA;0.00
SMQS;FLORES;UROLOGÍA PEDIÁTRICA;0.00
SMQS;FLORES;FISIOTERAPÍA;0.00
SMQS;FLORES;FONOAUDIOLOGÍA;0.00
SMQS;FLORES;NUTRICIÓN;0.00
SMQS;FLORES;PSICOLOGÍA;0.00
SMQS;FLORES;PSICOMOTRICIDAD;0.00
SMQS;FLORES;PSICOPEDAGOGÍA;0.00
SMQS;FLORES;TRABAJO SOCIAL;0.00
SMQS;FLORES;OBSTETRA PARTERA;0.00
SMQS;FLORIDA;MEDICINA GENERAL;0.00
SMQS;FLORIDA;ODONTOLOGÍA;0.00
SMQS;FLORIDA;ALERGOLOGÍA;0.00
SMQS;FLORIDA;ANESTESIOLOGÍA;0.00
SMQS;FLORIDA;CARDIOLOGÍA;0.00
SMQS;FLORIDA;CARDIOLOGÍA PEDIÁTRICA;0.00
SMQS;FLORIDA;CIRUGÍA GENERAL;0.00
SMQS;FLORIDA;CIRUGÍA CARDÍACA;0.00
SMQS;FLORIDA;CIRUGÍA DE TORAX;0.00
SMQS;FLORIDA;CIRUGÍA PEDIÁTRICA;0.00
SMQS;FLORIDA;CIRUGÍA PLÁSTICA;0.00
SMQS;FLORIDA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
SMQS;FLORIDA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
SMQS;FLORIDA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
SMQS;FLORIDA;DERMATOLOGÍA;0.00
SMQS;FLORIDA;DIABETOLOGÍA;0.00
SMQS;FLORIDA;ENDOCRINOLOGÍA;0.00
SMQS;FLORIDA;ENDOSCOPÍA DIGESTIVA;0.00
SMQS;FLORIDA;ENFERMEDADES INFECCIOSAS;0.00
SMQS;FLORIDA;FISIATRÍA;0.00
SMQS;FLORIDA;GASTROENTEROLOGÍA;0.00
SMQS;FLORIDA;GERIATRÍA;0.00
SMQS;FLORIDA;GINECOTOCOLOGÍA;0.00
SMQS;FLORIDA;HEMATOLOGÍA;0.00
SMQS;FLORIDA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMQS;FLORIDA;MEDICINA INTENSIVA;0.00
SMQS;FLORIDA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
SMQS;FLORIDA;MEDICINA INTERNA;0.00
SMQS;FLORIDA;NEFROLOGÍA;0.00
SMQS;FLORIDA;NEFROLOGÍA PEDIÁTRICA;0.00
SMQS;FLORIDA;NEONATOLOGÍA;0.00
SMQS;FLORIDA;NEUMOLOGÍA;0.00
SMQS;FLORIDA;NEUMOLOGÍA PEDIÁTRICA;0.00
SMQS;FLORIDA;NEUROCIRUGÍA;0.00
SMQS;FLORIDA;NEUROLOGÍA;0.00
SMQS;FLORIDA;NEUROPEDIATRÍA;0.00
SMQS;FLORIDA;OFTALMOLOGÍA;0.00
SMQS;FLORIDA;ONCOLOGÍA MÉDICA;0.00
SMQS;FLORIDA;ONCOLOGÍA RADIOTERÁPICA;0.00
SMQS;FLORIDA;TRAUMATOLOGÍA;0.00
SMQS;FLORIDA;OTORRINOLARINGOLOGÍA;0.00
SMQS;FLORIDA;PEDIATRÍA;0.00
SMQS;FLORIDA;PSICOTERAPIA PSICOANALÍTICA;0.00
SMQS;FLORIDA;PSIQUIATRÍA;0.00
SMQS;FLORIDA;PSIQUIATRÍA PEDIÁTRICA;0.00
SMQS;FLORIDA;REUMATOLOGÍA;0.00
SMQS;FLORIDA;UROLOGÍA;0.00
SMQS;FLORIDA;UROLOGÍA PEDIÁTRICA;0.00
SMQS;FLORIDA;FISIOTERAPÍA;0.00
SMQS;FLORIDA;FONOAUDIOLOGÍA;0.00
SMQS;FLORIDA;NUTRICIÓN;0.00
SMQS;FLORIDA;PSICOLOGÍA;0.00
SMQS;FLORIDA;PSICOMOTRICIDAD;0.00
SMQS;FLORIDA;PSICOPEDAGOGÍA;0.00
SMQS;FLORIDA;TRABAJO SOCIAL;0.00
SMQS;FLORIDA;OBSTETRA PARTERA;0.00
SMQS;LAVALLEJA;MEDICINA GENERAL;0.00
SMQS;LAVALLEJA;ODONTOLOGÍA;0.00
SMQS;LAVALLEJA;ALERGOLOGÍA;0.00
SMQS;LAVALLEJA;ANESTESIOLOGÍA;0.00
SMQS;LAVALLEJA;CARDIOLOGÍA;0.00
SMQS;LAVALLEJA;CARDIOLOGÍA PEDIÁTRICA;0.00
SMQS;LAVALLEJA;CIRUGÍA GENERAL;0.00
SMQS;LAVALLEJA;CIRUGÍA CARDÍACA;0.00
SMQS;LAVALLEJA;CIRUGÍA DE TORAX;0.00
SMQS;LAVALLEJA;CIRUGÍA PEDIÁTRICA;0.00
SMQS;LAVALLEJA;CIRUGÍA PLÁSTICA;0.00
SMQS;LAVALLEJA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
SMQS;LAVALLEJA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
SMQS;LAVALLEJA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
SMQS;LAVALLEJA;DERMATOLOGÍA;0.00
SMQS;LAVALLEJA;DIABETOLOGÍA;0.00
SMQS;LAVALLEJA;ENDOCRINOLOGÍA;0.00
SMQS;LAVALLEJA;ENDOSCOPÍA DIGESTIVA;0.00
SMQS;LAVALLEJA;ENFERMEDADES INFECCIOSAS;0.00
SMQS;LAVALLEJA;FISIATRÍA;0.00
SMQS;LAVALLEJA;GASTROENTEROLOGÍA;0.00
SMQS;LAVALLEJA;GERIATRÍA;0.00
SMQS;LAVALLEJA;GINECOTOCOLOGÍA;0.00
SMQS;LAVALLEJA;HEMATOLOGÍA;0.00
SMQS;LAVALLEJA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMQS;LAVALLEJA;MEDICINA INTENSIVA;0.00
SMQS;LAVALLEJA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
SMQS;LAVALLEJA;MEDICINA INTERNA;0.00
SMQS;LAVALLEJA;NEFROLOGÍA;0.00
SMQS;LAVALLEJA;NEFROLOGÍA PEDIÁTRICA;0.00
SMQS;LAVALLEJA;NEONATOLOGÍA;0.00
SMQS;LAVALLEJA;NEUMOLOGÍA;0.00
SMQS;LAVALLEJA;NEUMOLOGÍA PEDIÁTRICA;0.00
SMQS;LAVALLEJA;NEUROCIRUGÍA;0.00
SMQS;LAVALLEJA;NEUROLOGÍA;0.00
SMQS;LAVALLEJA;NEUROPEDIATRÍA;0.00
SMQS;LAVALLEJA;OFTALMOLOGÍA;0.00
SMQS;LAVALLEJA;ONCOLOGÍA MÉDICA;0.00
SMQS;LAVALLEJA;ONCOLOGÍA RADIOTERÁPICA;0.00
SMQS;LAVALLEJA;TRAUMATOLOGÍA;0.00
SMQS;LAVALLEJA;OTORRINOLARINGOLOGÍA;0.00
SMQS;LAVALLEJA;PEDIATRÍA;0.00
SMQS;LAVALLEJA;PSICOTERAPIA PSICOANALÍTICA;0.00
SMQS;LAVALLEJA;PSIQUIATRÍA;0.00
SMQS;LAVALLEJA;PSIQUIATRÍA PEDIÁTRICA;0.00
SMQS;LAVALLEJA;REUMATOLOGÍA;0.00
SMQS;LAVALLEJA;UROLOGÍA;0.00
SMQS;LAVALLEJA;UROLOGÍA PEDIÁTRICA;0.00
SMQS;LAVALLEJA;FISIOTERAPÍA;0.00
SMQS;LAVALLEJA;FONOAUDIOLOGÍA;0.00
SMQS;LAVALLEJA;NUTRICIÓN;0.00
SMQS;LAVALLEJA;PSICOLOGÍA;0.00
SMQS;LAVALLEJA;PSICOMOTRICIDAD;0.00
SMQS;LAVALLEJA;PSICOPEDAGOGÍA;0.00
SMQS;LAVALLEJA;TRABAJO SOCIAL;0.00
SMQS;LAVALLEJA;OBSTETRA PARTERA;0.00
SMQS;MALDONADO;MEDICINA GENERAL;0.00
SMQS;MALDONADO;ODONTOLOGÍA;0.00
SMQS;MALDONADO;ALERGOLOGÍA;0.00
SMQS;MALDONADO;ANESTESIOLOGÍA;0.00
SMQS;MALDONADO;CARDIOLOGÍA;0.00
SMQS;MALDONADO;CARDIOLOGÍA PEDIÁTRICA;0.00
SMQS;MALDONADO;CIRUGÍA GENERAL;0.00
SMQS;MALDONADO;CIRUGÍA CARDÍACA;0.00
SMQS;MALDONADO;CIRUGÍA DE TORAX;0.00
SMQS;MALDONADO;CIRUGÍA PEDIÁTRICA;0.00
SMQS;MALDONADO;CIRUGÍA PLÁSTICA;0.00
SMQS;MALDONADO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
SMQS;MALDONADO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
SMQS;MALDONADO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
SMQS;MALDONADO;DERMATOLOGÍA;0.00
SMQS;MALDONADO;DIABETOLOGÍA;0.00
SMQS;MALDONADO;ENDOCRINOLOGÍA;0.00
SMQS;MALDONADO;ENDOSCOPÍA DIGESTIVA;0.00
SMQS;MALDONADO;ENFERMEDADES INFECCIOSAS;0.00
SMQS;MALDONADO;FISIATRÍA;0.00
SMQS;MALDONADO;GASTROENTEROLOGÍA;0.00
SMQS;MALDONADO;GERIATRÍA;0.00
SMQS;MALDONADO;GINECOTOCOLOGÍA;0.00
SMQS;MALDONADO;HEMATOLOGÍA;0.00
SMQS;MALDONADO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMQS;MALDONADO;MEDICINA INTENSIVA;0.00
SMQS;MALDONADO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
SMQS;MALDONADO;MEDICINA INTERNA;0.00
SMQS;MALDONADO;NEFROLOGÍA;0.00
SMQS;MALDONADO;NEFROLOGÍA PEDIÁTRICA;0.00
SMQS;MALDONADO;NEONATOLOGÍA;0.00
SMQS;MALDONADO;NEUMOLOGÍA;0.00
SMQS;MALDONADO;NEUMOLOGÍA PEDIÁTRICA;0.00
SMQS;MALDONADO;NEUROCIRUGÍA;0.00
SMQS;MALDONADO;NEUROLOGÍA;0.00
SMQS;MALDONADO;NEUROPEDIATRÍA;0.00
SMQS;MALDONADO;OFTALMOLOGÍA;0.00
SMQS;MALDONADO;ONCOLOGÍA MÉDICA;0.00
SMQS;MALDONADO;ONCOLOGÍA RADIOTERÁPICA;0.00
SMQS;MALDONADO;TRAUMATOLOGÍA;0.00
SMQS;MALDONADO;OTORRINOLARINGOLOGÍA;0.00
SMQS;MALDONADO;PEDIATRÍA;0.00
SMQS;MALDONADO;PSICOTERAPIA PSICOANALÍTICA;0.00
SMQS;MALDONADO;PSIQUIATRÍA;0.00
SMQS;MALDONADO;PSIQUIATRÍA PEDIÁTRICA;0.00
SMQS;MALDONADO;REUMATOLOGÍA;0.00
SMQS;MALDONADO;UROLOGÍA;0.00
SMQS;MALDONADO;UROLOGÍA PEDIÁTRICA;0.00
SMQS;MALDONADO;FISIOTERAPÍA;0.00
SMQS;MALDONADO;FONOAUDIOLOGÍA;0.00
SMQS;MALDONADO;NUTRICIÓN;0.00
SMQS;MALDONADO;PSICOLOGÍA;0.00
SMQS;MALDONADO;PSICOMOTRICIDAD;0.00
SMQS;MALDONADO;PSICOPEDAGOGÍA;0.00
SMQS;MALDONADO;TRABAJO SOCIAL;0.00
SMQS;MALDONADO;OBSTETRA PARTERA;0.00
SMQS;PAYSANDÚ;MEDICINA GENERAL;0.00
SMQS;PAYSANDÚ;ODONTOLOGÍA;0.00
SMQS;PAYSANDÚ;ALERGOLOGÍA;0.00
SMQS;PAYSANDÚ;ANESTESIOLOGÍA;0.00
SMQS;PAYSANDÚ;CARDIOLOGÍA;0.00
SMQS;PAYSANDÚ;CARDIOLOGÍA PEDIÁTRICA;0.00
SMQS;PAYSANDÚ;CIRUGÍA GENERAL;0.00
SMQS;PAYSANDÚ;CIRUGÍA CARDÍACA;0.00
SMQS;PAYSANDÚ;CIRUGÍA DE TORAX;0.00
SMQS;PAYSANDÚ;CIRUGÍA PEDIÁTRICA;0.00
SMQS;PAYSANDÚ;CIRUGÍA PLÁSTICA;0.00
SMQS;PAYSANDÚ;CIRUGÍA VASCULAR PERIFÉRICA;0.00
SMQS;PAYSANDÚ;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
SMQS;PAYSANDÚ;CUIDADOS PALIATIVOS DEL ADULTO;0.00
SMQS;PAYSANDÚ;DERMATOLOGÍA;0.00
SMQS;PAYSANDÚ;DIABETOLOGÍA;0.00
SMQS;PAYSANDÚ;ENDOCRINOLOGÍA;0.00
SMQS;PAYSANDÚ;ENDOSCOPÍA DIGESTIVA;0.00
SMQS;PAYSANDÚ;ENFERMEDADES INFECCIOSAS;0.00
SMQS;PAYSANDÚ;FISIATRÍA;0.00
SMQS;PAYSANDÚ;GASTROENTEROLOGÍA;0.00
SMQS;PAYSANDÚ;GERIATRÍA;0.00
SMQS;PAYSANDÚ;GINECOTOCOLOGÍA;0.00
SMQS;PAYSANDÚ;HEMATOLOGÍA;0.00
SMQS;PAYSANDÚ;MEDICINA FAMILIAR Y COMUNITARIA;0.00
SMQS;PAYSANDÚ;MEDICINA INTENSIVA;0.00
SMQS;PAYSANDÚ;MEDICINA INTENSIVA PEDIÁTRICA;0.00
SMQS;PAYSANDÚ;MEDICINA INTERNA;0.00
SMQS;PAYSANDÚ;NEFROLOGÍA;0.00
SMQS;PAYSANDÚ;NEFROLOGÍA PEDIÁTRICA;0.00
SMQS;PAYSANDÚ;NEONATOLOGÍA;0.00
SMQS;PAYSANDÚ;NEUMOLOGÍA;0.00
SMQS;PAYSANDÚ;NEUMOLOGÍA PEDIÁTRICA;0.00
SMQS;PAYSANDÚ;NEUROCIRUGÍA;0.00
SMQS;PAYSANDÚ;NEUROLOGÍA;0.00
SMQS;PAYSANDÚ;NEUROPEDIATRÍA;0.00
SMQS;PAYSANDÚ;OFTALMOLOGÍA;0.00
SMQS;PAYSANDÚ;ONCOLOGÍA MÉDICA;0.00
SMQS;PAYSANDÚ;ONCOLOGÍA RADIOTERÁPICA;0.00
SMQS;PAYSANDÚ;TRAUMATOLOGÍA;0.00
SMQS;PAYSANDÚ;OTORRINOLARINGOLOGÍA;0.00
SMQS;PAYSANDÚ;PEDIATRÍA;0.00
SMQS;PAYSANDÚ;PSICOTERAPIA PSICOANALÍTICA;0.00
SMQS;PAYSANDÚ;PSIQUIATRÍA;0.00
SMQS;PAYSANDÚ;PSIQUIATRÍA PEDIÁTRICA;0.00
SMQS;PAYSANDÚ;REUMATOLOGÍA;0.00
SMQS;PAYSANDÚ;UROLOGÍA;0.00
SMQS;PAYSANDÚ;UROLOGÍA PEDIÁTRICA;0.00
SMQS;PAYSANDÚ;FISIOTERAPÍA;0.00
SMQS;PAYSANDÚ;FONOAUDIOLOGÍA;0.00
SMQS;PAYSANDÚ;NUTRICIÓN;0.00
SMQS;PAYSANDÚ;PSICOLOGÍA;0.00
SMQS;PAYSANDÚ;PSICOMOTRICIDAD;0.00
SMQS;PAYSANDÚ;PSICOPEDAGOGÍA;0.00
