provider;state;specialty;indicator_value
COMERO;ROCHA;ESPECIALISTA EN ENDOCRINOLOGIA;0.15
COMERO;ROCHA;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.05
COMERO;ROCHA;ESPECIALISTA EN FISIATRIA;0.13
COMERO;ROCHA;ESPECIALISTA EN GASTROENTEROLOGIA;0.33
COMERO;ROCHA;ESPECIALISTA EN GINECOTOCOLOGIA;1.11
COMERO;ROCHA;ESPECIALISTA EN HEMATOLOGIA;0.03
COMERO;ROCHA;ESPECIALISTA EN MEDICINA INTENSIVA;1.90
COMERO;ROCHA;ESPECIALISTA EN MEDICINA INTERNA;0.82
COMERO;ROCHA;ESPECIALISTA EN NEFROLOGIA;0.57
COMERO;ROCHA;ESPECIALISTA EN NEONATOLOGIA;10.19
COMERO;ROCHA;ESPECIALISTA EN NEUMOLOGIA;0.11
COMERO;ROCHA;ESPECIALISTA EN NEUROCIRUGIA;0.00
COMERO;ROCHA;ESPECIALISTA EN NEUROLOGIA;0.38
COMERO;ROCHA;ESPECIALISTA EN NEUROPEDIATRIA;0.13
COMERO;ROCHA;ESPECIALISTA EN OFTALMOLOGIA;0.26
COMERO;ROCHA;ESPECIALISTA EN ONCOLOGIA MEDICA;0.29
COMERO;ROCHA;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.47
COMERO;ROCHA;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.14
COMERO;ROCHA;ESPECIALISTA EN PEDIATRIA;11.38
COMERO;ROCHA;ESPECIALISTA EN PSIQUIATRIA;0.63
COMERO;ROCHA;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.15
COMERO;ROCHA;ESPECIALISTA EN REUMATOLOGIA;0.01
COMERO;ROCHA;ESPECIALISTA EN UROLOGIA;0.41
COMERO;ROCHA;LICENCIADO EN FONOAUDIOLOGIA;0.19
COMERO;ROCHA;LICENCIADO EN NUTRICION;1.88
COMERO;ROCHA;LICENCIADO EN PSICOLOGIA;0.24
COMERO;ROCHA;LICENCIADO EN PSICOMOTRICIDAD;0.04
COMERO;ROCHA;LICENCIADO EN PSICOPEDAGOGIA;0.00
COMERO;ROCHA;LICENCIADO EN TRABAJO SOCIAL;0.20
COMERO;ROCHA;OBSTETRA PARTERA;3.80
COMTA;TACUAREMBÓ;DOCTOR EN MEDICINA;11.36
COMTA;TACUAREMBÓ;DOCTOR EN ODONTOLOGIA;1.29
COMTA;TACUAREMBÓ;ESPECIALISTA EN ALERGOLOGIA;0.07
COMTA;TACUAREMBÓ;ESPECIALISTA EN ANESTESIOLOGIA;1.43
COMTA;TACUAREMBÓ;ESPECIALISTA EN CARDIOLOGIA;1.34
COMTA;TACUAREMBÓ;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.05
COMTA;TACUAREMBÓ;ESPECIALISTA EN CIRUGIA GENERAL;2.57
COMTA;TACUAREMBÓ;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.07
COMTA;TACUAREMBÓ;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.02
COMTA;TACUAREMBÓ;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.06
COMTA;TACUAREMBÓ;ESPECIALISTA EN DIABETOLOGIA;0.03
COMTA;TACUAREMBÓ;ESPECIALISTA EN ENDOCRINOLOGIA;0.10
COMTA;TACUAREMBÓ;ESPECIALISTA EN ENDOSCOPIA DIGESTIVA;0.01
COMTA;TACUAREMBÓ;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.05
COMTA;TACUAREMBÓ;ESPECIALISTA EN FISIATRIA;0.20
COMTA;TACUAREMBÓ;ESPECIALISTA EN GASTROENTEROLOGIA;0.51
COMTA;TACUAREMBÓ;ESPECIALISTA EN GINECOTOCOLOGIA;4.93
COMTA;TACUAREMBÓ;ESPECIALISTA EN HEMATOLOGIA;0.65
COMTA;TACUAREMBÓ;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.14
COMTA;TACUAREMBÓ;ESPECIALISTA EN MEDICINA INTENSIVA;1.87
COMTA;TACUAREMBÓ;ESPECIALISTA EN MEDICINA INTERNA;1.09
COMTA;TACUAREMBÓ;ESPECIALISTA EN NEFROLOGIA;0.90
COMTA;TACUAREMBÓ;ESPECIALISTA EN NEONATOLOGIA;5.01
COMTA;TACUAREMBÓ;ESPECIALISTA EN NEUMOLOGIA;0.07
COMTA;TACUAREMBÓ;ESPECIALISTA EN NEUROCIRUGIA;0.39
COMTA;TACUAREMBÓ;ESPECIALISTA EN NEUROLOGIA;0.43
COMTA;TACUAREMBÓ;ESPECIALISTA EN NEUROPEDIATRIA;0.15
COMTA;TACUAREMBÓ;ESPECIALISTA EN OFTALMOLOGIA;0.89
COMTA;TACUAREMBÓ;ESPECIALISTA EN ONCOLOGIA MEDICA;0.68
COMTA;TACUAREMBÓ;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;1.06
COMTA;TACUAREMBÓ;ESPECIALISTA EN OTORRINOLARINGOLOGIA;1.01
COMTA;TACUAREMBÓ;ESPECIALISTA EN PEDIATRIA;21.57
COMTA;TACUAREMBÓ;ESPECIALISTA EN PSICOTERAPIA PSICOANALITICA;0.05
COMTA;TACUAREMBÓ;ESPECIALISTA EN PSIQUIATRIA;1.59
COMTA;TACUAREMBÓ;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.26
COMTA;TACUAREMBÓ;ESPECIALISTA EN REUMATOLOGIA;0.15
COMTA;TACUAREMBÓ;ESPECIALISTA EN UROLOGIA;0.48
COMTA;TACUAREMBÓ;ESPECIALISTA EN UROLOGIA PEDIATRICA;0.07
COMTA;TACUAREMBÓ;LICENCIADO EN FISIOTERAPIA;2.85
COMTA;TACUAREMBÓ;LICENCIADO EN FONOAUDIOLOGIA;0.05
COMTA;TACUAREMBÓ;LICENCIADO EN NUTRICION;2.05
COMTA;TACUAREMBÓ;LICENCIADO EN PSICOLOGIA;1.46
COMTA;TACUAREMBÓ;LICENCIADO EN PSICOMOTRICIDAD;0.21
COMTA;TACUAREMBÓ;LICENCIADO EN TRABAJO SOCIAL;0.21
COMTA;TACUAREMBÓ;OBSTETRA PARTERA;3.65
COSEM;MONTEVIDEO;DOCTOR EN MEDICINA;3.35
COSEM;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.07
COSEM;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.69
COSEM;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.33
COSEM;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.42
COSEM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.27
COSEM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;1.34
COSEM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;1.28
COSEM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.50
COSEM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.25
COSEM;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.34
COSEM;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.12
COSEM;MONTEVIDEO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.25
COSEM;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.25
COSEM;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.74
COSEM;MONTEVIDEO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.18
COSEM;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;3.20
COSEM;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.03
COSEM;MONTEVIDEO;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.11
COSEM;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA;0.16
COSEM;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;4.30
COSEM;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.66
COSEM;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA PEDIATRICA;0.01
COSEM;MONTEVIDEO;ESPECIALISTA EN NEONATOLOGIA;37.97
COSEM;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.05
COSEM;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA PEDIATRICA;0.04
COSEM;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.22
COSEM;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.20
COSEM;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.40
COSEM;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.50
COSEM;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.24
COSEM;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.97
COSEM;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.40
COSEM;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;14.91
COSEM;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;1.24
COSEM;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;3.35
COSEM;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.07
COSEM;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.66
COSEM;MONTEVIDEO;LICENCIADO EN NUTRICION;0.13
COSEM;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;0.19
COSEM;MONTEVIDEO;LICENCIADO EN TRABAJO SOCIAL;0.04
COSEM;MONTEVIDEO;OBSTETRA PARTERA;0.02
CRAME;MALDONADO;DOCTOR EN MEDICINA;13.60
CRAME;MALDONADO;DOCTOR EN ODONTOLOGIA;0.08
CRAME;MALDONADO;ESPECIALISTA EN ALERGOLOGIA;0.02
CRAME;MALDONADO;ESPECIALISTA EN ANESTESIOLOGIA;1.55
CRAME;MALDONADO;ESPECIALISTA EN CARDIOLOGIA;0.55
CRAME;MALDONADO;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.01
CRAME;MALDONADO;ESPECIALISTA EN CIRUGIA GENERAL;0.95
CRAME;MALDONADO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;9.63
CRAME;MALDONADO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.24
CRAME;MALDONADO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;1.75
CRAME;MALDONADO;ESPECIALISTA EN CIRUGIA Y TRAUMATOLOGIA BUCO-MAXILO-FACIAL;0.00
CRAME;MALDONADO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.24
CRAME;MALDONADO;ESPECIALISTA EN DIABETOLOGIA;0.06
CRAME;MALDONADO;ESPECIALISTA EN ENDOCRINOLOGIA;0.20
CRAME;MALDONADO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.10
CRAME;MALDONADO;ESPECIALISTA EN FISIATRIA;0.33
CRAME;MALDONADO;ESPECIALISTA EN GASTROENTEROLOGIA;0.20
CRAME;MALDONADO;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.01
CRAME;MALDONADO;ESPECIALISTA EN GINECOTOCOLOGIA;3.47
CRAME;MALDONADO;ESPECIALISTA EN HEMATOLOGIA;2.10
CRAME;MALDONADO;ESPECIALISTA EN MEDICINA INTENSIVA;1.58
CRAME;MALDONADO;ESPECIALISTA EN MEDICINA INTENSIVA PEDIÁTRICA;8.77
CRAME;MALDONADO;ESPECIALISTA EN MEDICINA INTERNA;0.77
CRAME;MALDONADO;ESPECIALISTA EN NEFROLOGIA;0.20
CRAME;MALDONADO;ESPECIALISTA EN NEONATOLOGIA;131.84
CRAME;MALDONADO;ESPECIALISTA EN NEUMOLOGIA;0.02
CRAME;MALDONADO;ESPECIALISTA EN NEUROCIRUGIA;1.94
CRAME;MALDONADO;ESPECIALISTA EN NEUROLOGIA;0.40
CRAME;MALDONADO;ESPECIALISTA EN NEUROPEDIATRIA;0.25
CRAME;MALDONADO;ESPECIALISTA EN OFTALMOLOGIA;0.49
CRAME;MALDONADO;ESPECIALISTA EN ONCOLOGIA MEDICA;1.60
CRAME;MALDONADO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;1.34
CRAME;MALDONADO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.34
CRAME;MALDONADO;ESPECIALISTA EN PEDIATRIA;21.28
CRAME;MALDONADO;ESPECIALISTA EN PSIQUIATRIA;0.52
CRAME;MALDONADO;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;1.76
CRAME;MALDONADO;ESPECIALISTA EN REUMATOLOGIA;0.02
CRAME;MALDONADO;ESPECIALISTA EN UROLOGIA;0.48
CRAME;MALDONADO;ESPECIALISTA EN UROLOGIA PEDIATRICA;0.03
CRAME;MALDONADO;LICENCIADO EN FISIOTERAPIA;2.19
CRAME;MALDONADO;LICENCIADO EN FONOAUDIOLOGIA;0.11
CRAME;MALDONADO;LICENCIADO EN NUTRICION;0.28
CRAME;MALDONADO;LICENCIADO EN PSICOLOGIA;0.60
CRAME;MALDONADO;LICENCIADO EN TRABAJO SOCIAL;0.32
CRAME;MALDONADO;OBSTETRA PARTERA;2.14
CRAMI;CANELONES;DOCTOR EN MEDICINA;9.66
CRAMI;CANELONES;DOCTOR EN ODONTOLOGIA;0.64
CRAMI;CANELONES;ESPECIALISTA EN ALERGOLOGIA;0.04
CRAMI;CANELONES;ESPECIALISTA EN ANESTESIOLOGIA;1.14
CRAMI;CANELONES;ESPECIALISTA EN CARDIOLOGIA;0.30
CRAMI;CANELONES;ESPECIALISTA EN CARDIOLOGIA PEDIATRICA;0.05
CRAMI;CANELONES;ESPECIALISTA EN CIRUGIA GENERAL;1.71
CRAMI;CANELONES;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;1.92
CRAMI;CANELONES;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.53
CRAMI;CANELONES;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.00
CRAMI;CANELONES;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.16
CRAMI;CANELONES;ESPECIALISTA EN ENDOCRINOLOGIA;0.15
CRAMI;CANELONES;ESPECIALISTA EN ENDOSCOPIA DIGESTIVA;0.11
CRAMI;CANELONES;ESPECIALISTA EN FISIATRIA;0.12
CRAMI;CANELONES;ESPECIALISTA EN GASTROENTEROLOGIA;0.19
CRAMI;CANELONES;ESPECIALISTA EN GERIATRIA GERONTOLOGICA;0.21
CRAMI;CANELONES;ESPECIALISTA EN GINECOTOCOLOGIA;5.25
CRAMI;CANELONES;ESPECIALISTA EN HEMATOLOGIA;0.05
CRAMI;CANELONES;ESPECIALISTA EN MEDICINA INTENSIVA;2.83
CRAMI;CANELONES;ESPECIALISTA EN MEDICINA INTERNA;1.72
CRAMI;CANELONES;ESPECIALISTA EN NEFROLOGIA;0.52
CRAMI;CANELONES;ESPECIALISTA EN NEUMOLOGIA;0.05
CRAMI;CANELONES;ESPECIALISTA EN NEUROLOGIA;0.11
CRAMI;CANELONES;ESPECIALISTA EN NEUROPEDIATRIA;0.28
CRAMI;CANELONES;ESPECIALISTA EN OFTALMOLOGIA;0.72
CRAMI;CANELONES;ESPECIALISTA EN ONCOLOGIA MEDICA;0.12
CRAMI;CANELONES;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;1.19
CRAMI;CANELONES;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.57
CRAMI;CANELONES;ESPECIALISTA EN PEDIATRIA;13.26
CRAMI;CANELONES;ESPECIALISTA EN PSIQUIATRIA;0.98
CRAMI;CANELONES;ESPECIALISTA EN PSIQUIATRIA PEDIATRICA;0.70
CRAMI;CANELONES;ESPECIALISTA EN REUMATOLOGIA;0.05
CRAMI;CANELONES;ESPECIALISTA EN UROLOGIA;0.84
CRAMI;CANELONES;LICENCIADO EN FISIOTERAPIA;2.85
CRAMI;CANELONES;LICENCIADO EN NUTRICION;3.01
CRAMI;CANELONES;LICENCIADO EN PSICOLOGIA;1.00
CRAMI;CANELONES;LICENCIADO EN TRABAJO SOCIAL;0.20
CRAMI;CANELONES;OBSTETRA PARTERA;3.23
CUDAM;CANELONES;DOCTOR EN MEDICINA;0.55
CUDAM;CANELONES;ESPECIALISTA EN CARDIOLOGIA;0.06
CUDAM;CANELONES;ESPECIALISTA EN ENDOCRINOLOGIA;0.00
CUDAM;CANELONES;ESPECIALISTA EN GINECOTOCOLOGIA;1.23
CUDAM;CANELONES;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.06
CUDAM;CANELONES;ESPECIALISTA EN NEFROLOGIA;0.03
CUDAM;CANELONES;ESPECIALISTA EN OFTALMOLOGIA;0.04
CUDAM;CANELONES;ESPECIALISTA EN PEDIATRIA;8.29
CUDAM;CANELONES;LICENCIADO EN PSICOLOGIA;0.22
CUDAM;MONTEVIDEO;DOCTOR EN MEDICINA;9.70
CUDAM;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;0.22
CUDAM;MONTEVIDEO;ESPECIALISTA EN ALERGOLOGIA;0.01
CUDAM;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.43
CUDAM;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.59
CUDAM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA DE TORAX;0.02
CUDAM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;0.68
CUDAM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA INFANTIL O PEDIATRICA;0.25
CUDAM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.29
CUDAM;MONTEVIDEO;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.10
CUDAM;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.06
CUDAM;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.10
CUDAM;MONTEVIDEO;ESPECIALISTA EN ENDOSCOPIA DIGESTIVA;0.01
CUDAM;MONTEVIDEO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.02
CUDAM;MONTEVIDEO;ESPECIALISTA EN FISIATRIA;0.41
CUDAM;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.04
CUDAM;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;3.39
CUDAM;MONTEVIDEO;ESPECIALISTA EN HEMATOLOGIA;0.03
CUDAM;MONTEVIDEO;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;0.00
CUDAM;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA;1.49
CUDAM;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;0.60
CUDAM;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.68
CUDAM;MONTEVIDEO;ESPECIALISTA EN NEONATOLOGIA;129.27
CUDAM;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA;0.02
CUDAM;MONTEVIDEO;ESPECIALISTA EN NEUMOLOGIA PEDIATRICA;0.10
CUDAM;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.05
CUDAM;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.10
CUDAM;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.11
CUDAM;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.13
CUDAM;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.16
CUDAM;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.38
CUDAM;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.29
CUDAM;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;8.66
CUDAM;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;0.21
CUDAM;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.09
CUDAM;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.34
CUDAM;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;2.89
CUDAM;MONTEVIDEO;LICENCIADO EN FONOAUDIOLOGIA;0.07
CUDAM;MONTEVIDEO;LICENCIADO EN NUTRICION;2.29
CUDAM;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;0.40
CUDAM;MONTEVIDEO;LICENCIADO EN TRABAJO SOCIAL;0.00
CUDAM;MONTEVIDEO;OBSTETRA PARTERA;3.24
GREMCA;CANELONES;DOCTOR EN MEDICINA;3.39
GREMCA;CANELONES;DOCTOR EN ODONTOLOGIA;0.17
GREMCA;CANELONES;ESPECIALISTA EN ANESTESIOLOGIA;0.09
GREMCA;CANELONES;ESPECIALISTA EN CIRUGIA GENERAL;0.03
GREMCA;CANELONES;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.02
GREMCA;CANELONES;ESPECIALISTA EN FISIATRIA;0.00
GREMCA;CANELONES;ESPECIALISTA EN GINECOTOCOLOGIA;3.15
GREMCA;CANELONES;ESPECIALISTA EN NEUMOLOGIA;0.00
GREMCA;CANELONES;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.74
GREMCA;CANELONES;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.43
GREMCA;CANELONES;ESPECIALISTA EN PEDIATRIA;0.87
GREMCA;CANELONES;LICENCIADO EN FISIOTERAPIA;0.04
GREMCA;CANELONES;LICENCIADO EN PSICOLOGIA;0.46
GREMCA;MONTEVIDEO;DOCTOR EN MEDICINA;5.03
GREMCA;MONTEVIDEO;DOCTOR EN ODONTOLOGIA;0.07
GREMCA;MONTEVIDEO;ESPECIALISTA EN ANESTESIOLOGIA;0.20
GREMCA;MONTEVIDEO;ESPECIALISTA EN CARDIOLOGIA;0.02
GREMCA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA GENERAL;1.13
GREMCA;MONTEVIDEO;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.00
GREMCA;MONTEVIDEO;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.08
GREMCA;MONTEVIDEO;ESPECIALISTA EN DIABETOLOGIA;0.06
GREMCA;MONTEVIDEO;ESPECIALISTA EN ENDOCRINOLOGIA;0.00
GREMCA;MONTEVIDEO;ESPECIALISTA EN ENFERMEDADES INFECCIOSAS;0.07
GREMCA;MONTEVIDEO;ESPECIALISTA EN GASTROENTEROLOGIA;0.04
GREMCA;MONTEVIDEO;ESPECIALISTA EN GINECOTOCOLOGIA;1.17
GREMCA;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTENSIVA;1.90
GREMCA;MONTEVIDEO;ESPECIALISTA EN MEDICINA INTERNA;1.64
GREMCA;MONTEVIDEO;ESPECIALISTA EN NEFROLOGIA;0.02
GREMCA;MONTEVIDEO;ESPECIALISTA EN NEUROCIRUGIA;0.60
GREMCA;MONTEVIDEO;ESPECIALISTA EN NEUROLOGIA;0.40
GREMCA;MONTEVIDEO;ESPECIALISTA EN NEUROPEDIATRIA;0.00
GREMCA;MONTEVIDEO;ESPECIALISTA EN OFTALMOLOGIA;0.14
GREMCA;MONTEVIDEO;ESPECIALISTA EN ONCOLOGIA MEDICA;0.02
GREMCA;MONTEVIDEO;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;0.17
GREMCA;MONTEVIDEO;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.04
GREMCA;MONTEVIDEO;ESPECIALISTA EN PEDIATRIA;19.03
GREMCA;MONTEVIDEO;ESPECIALISTA EN PSIQUIATRIA;0.59
GREMCA;MONTEVIDEO;ESPECIALISTA EN REUMATOLOGIA;0.22
GREMCA;MONTEVIDEO;ESPECIALISTA EN UROLOGIA;0.49
GREMCA;MONTEVIDEO;LICENCIADO EN FISIOTERAPIA;0.24
GREMCA;MONTEVIDEO;LICENCIADO EN NUTRICION;2.11
GREMCA;MONTEVIDEO;LICENCIADO EN PSICOLOGIA;1.71
GREMCA;SAN JOSÉ;DOCTOR EN MEDICINA;17.26
GREMCA;SAN JOSÉ;ESPECIALISTA EN CARDIOLOGIA;0.56
GREMCA;SAN JOSÉ;ESPECIALISTA EN CIRUGIA GENERAL;0.00
GREMCA;SAN JOSÉ;ESPECIALISTA EN ENDOCRINOLOGIA;0.00
GREMCA;SAN JOSÉ;ESPECIALISTA EN MEDICINA FAMILIAR Y COMUNITARIA;3.73
GREMCA;SAN JOSÉ;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.00
GREMCA;SAN JOSÉ;ESPECIALISTA EN PEDIATRIA;28.53
GREMEDA;ARTIGAS;DOCTOR EN MEDICINA;15.35
GREMEDA;ARTIGAS;DOCTOR EN ODONTOLOGIA;0.71
GREMEDA;ARTIGAS;ESPECIALISTA EN ANESTESIOLOGIA;1.16
GREMEDA;ARTIGAS;ESPECIALISTA EN CARDIOLOGIA;1.57
GREMEDA;ARTIGAS;ESPECIALISTA EN CIRUGIA GENERAL;2.01
GREMEDA;ARTIGAS;ESPECIALISTA EN CIRUGIA PLASTICA REPARADORA Y ESTETICA;0.09
GREMEDA;ARTIGAS;ESPECIALISTA EN CIRUGIA VASCULAR PERIFERICA;0.12
GREMEDA;ARTIGAS;ESPECIALISTA EN DERMATOLOGIA MEDICO QUIRURGICA;0.10
GREMEDA;ARTIGAS;ESPECIALISTA EN DIABETOLOGIA;0.01
GREMEDA;ARTIGAS;ESPECIALISTA EN ENDOCRINOLOGIA;0.04
GREMEDA;ARTIGAS;ESPECIALISTA EN GASTROENTEROLOGIA;1.08
GREMEDA;ARTIGAS;ESPECIALISTA EN GINECOTOCOLOGIA;6.57
GREMEDA;ARTIGAS;ESPECIALISTA EN MEDICINA INTENSIVA;2.29
GREMEDA;ARTIGAS;ESPECIALISTA EN MEDICINA INTERNA;1.86
GREMEDA;ARTIGAS;ESPECIALISTA EN NEFROLOGIA;1.19
GREMEDA;ARTIGAS;ESPECIALISTA EN NEUROLOGIA;0.15
GREMEDA;ARTIGAS;ESPECIALISTA EN NEUROPEDIATRIA;0.05
GREMEDA;ARTIGAS;ESPECIALISTA EN OFTALMOLOGIA;0.88
GREMEDA;ARTIGAS;ESPECIALISTA EN ONCOLOGIA MEDICA;0.29
GREMEDA;ARTIGAS;ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;1.22
GREMEDA;ARTIGAS;ESPECIALISTA EN OTORRINOLARINGOLOGIA;0.93
GREMEDA;ARTIGAS;ESPECIALISTA EN PEDIATRIA;20.14
GREMEDA;ARTIGAS;ESPECIALISTA EN PSIQUIATRIA;0.60
GREMEDA;ARTIGAS;ESPECIALISTA EN REUMATOLOGIA;0.31
GREMEDA;ARTIGAS;ESPECIALISTA EN UROLOGIA;0.70
GREMEDA;ARTIGAS;LICENCIADO EN FISIOTERAPIA;3.20
GREMEDA;ARTIGAS;LICENCIADO EN FONOAUDIOLOGIA;0.03
GREMEDA;ARTIGAS;LICENCIADO EN NUTRICION;0.88
GREMEDA;ARTIGAS;LICENCIADO EN PSICOLOGIA;1.90
GREMEDA;ARTIGAS;LICENCIADO EN PSICOMOTRICIDAD;0.24
