ID,Título,CIE 9,Información,Normativa,Normativa URL,SNOMED
8.c.1.3.3,Ureteroscopía con biopsia (S/Normatización),,,,,
8.c.1.4,PROCEDIMIENTOS DE LABORATORIO,,,,,
8.c.1.4.1,A,,,,,
8.c.1.4.1.1,Ácido hialurónico (S/Normatización),,,,,
8.c.1.4.1.2,Ácido homogentísico (S/Normatización),,,,,
8.c.1.4.1.3,Ácido homovalínico (S/Normatización),,,,,
8.c.1.4.1.4,Agregados plaquetarios circulantes (S/Normatización),,,,,
8.c.1.4.1.5,Amniótico líquido células naranjas (S/Normatización),,,,,
8.c.1.4.1.6,Amniótico líquido espectrofotometría test de Lisley (S/Normatización),,,,,
8.c.1.4.1.7,Amniótico líquido lecitina esfingomielina (S/Normatización),,,,,
8.c.1.4.1.8,Anidrasa carbónica betaeritrocitaria (S/Normatización),,,,,
8.c.1.4.1.9,Anhidrasa carbónica b eritrocitaria (S/Normatización),,,,,
8.c.1.4.1.10,Ac. Anti chlamydia Psitacci (S/Normatización),,,,,
8.c.1.4.1.11,Ac. Anti coxiella burnetti (S/Normatización),,,,,
8.c.1.4.1.12,Ac. Anti DNA cadena simple (S/Normatización),,,,,
8.c.1.4.1.13,Ac. Anti descaroxilasa del ácido glutámico (Ac. Anti GAD65)( S/Normatización),,,,,
8.c.1.4.1.14,Ac. Anti islote (S/Normatización),,,,,
8.c.1.4.1.15,Ac. Anti prolactina (S/Normatización),,,,,
8.c.1.4.1.16,Ag. Hepatitis A (S/Normatización),,,,,
8.c.1.4.1.17,Antiprotrombina (S/Normatización),,,,,
8.c.1.4.1.18,"Ascórbico, ácido (S/Normatización)",,,,,
8.c.1.4.2,B,,,,,
8.c.1.4.2.1,Baciloscopía directa por fluorescencia (S/Normatización),,,,,
8.c.1.4.2.2,"Barr, investigación de corpúsculo de (S/Normatización)",,,,,
8.c.1.4.3,C,,,,,
8.c.1.4.3.1,Cadmio en orina (S/Normatización),,,,,
8.c.1.4.3.2,Caroteno beta de sangre (S/Normatización),,,,,
8.c.1.4.3.3,Claritromicina (S/Normatización),,,,,
8.c.1.4.3.4,"Complemento valoración inmunoquímica, C1q, C15, C3, C4, C5, C7, C8 (S/Normatización)",,,,,
8.c.1.4.3.5,Creatina orina o sangre (S/Normatización),,,,,
8.c.1.4.4,D,,,,,
8.c.1.4.4.1,"Dermatofitos, intradermorreacción (S/Normatización)",,,,,
8.c.1.4.4.2,Disacaridasas (S/Normatización),,,,,
8.c.1.4.5,E,,,,,
8.c.1.4.5.1,Eritropoyetina (S/Normatización),,,,,
8.c.1.4.5.2,"Estricnina, en líquidos biológicos (S/Normatización)",,,,,
8.c.1.4.5.3,Estrona (S/Normatización),,,,,
8.c.1.4.5.4,Estrona plasmática (S/Normatización),,,,,
8.c.1.4.6,F,,,,,
8.c.1.4.6.1,Factor de migración linfocitaria MIF (S/Normatización),,,,,
8.c.1.4.6.2,Factor natriuréticoatrial (S/Normatización),,,,,
8.c.1.4.6.3,Fosfo-exosa-isomerasa (S/Normatización),,,,,
8.c.1.4.6.4,Fosfolípidos (S/Normatización),,,,,
8.c.1.4.6.5,Fósforo reabsorción tubular (S/Normatización),,,,,
8.c.1.4.6.6,"Frei, intradermorreacción de (S/Normatización)",,,,,
8.c.1.4.6.7,Fructosamina (S/Normatización),,,,,
8.c.1.4.7,G,,,,,
8.c.1.4.7.1,"Galactosa, Prueba de la (S/Normatización)",,,,,
8.c.1.4.7.2,"Glucógeno, citoquímico (S/Normatización)",,,,,
8.c.1.4.7.3,Glucoproteinograma (S/Normatización),,,,,
8.c.1.4.7.4,Glutatión reductasa (S/Normatización),,,,,
8.c.1.4.7.5,Gonococos por inmunofluorescencia (S/Normatización),,,,,
8.c.1.4.8,H,,,,,
8.c.1.4.8.1,Hemopexina (S/Normatización),,,,,
8.c.1.4.8.2,Heparina resistencia (S/Normatización),,,,,
8.c.1.4.8.3,"Herpes Simplex 1, Investigación de Ac. IgG (S/Normatización)",,,,,
8.c.1.4.8.4,Hiperheparinemia (S/Normatización),,,,,
8.c.1.4.8.5,Homocisteinemia post carga de metionina (S/Normatización),,,,,
8.c.1.4.8.6,Homogentísico ácido orina (S/Normatización),,,,,
8.c.1.4.9,I,,,,,
8.c.1.4.9.1,IgD en sangre (S/Normatización),,,,,
8.c.1.4.9.2,IgG Anti HAV (S/Normatización),,,,,
8.c.1.4.9.3,Imipramina (S/Normatización),,,,,
8.c.1.4.9.4,Inhibición de la migración linfocitaria (S/Normatización),,,,,
8.c.1.4.9.5,Rosse Ragan Prueba (S/Normatización),,,,,
8.c.1.4.10,L,,,,,
8.c.1.4.10.1,Lactamínico ácido (S/Normatización),,,,,
8.c.1.4.10.2,Láctico ácido en materia fecal (S/Normatización),,,,,
8.c.1.4.10.3,Lactógeno placentario / somatomamotrofina (S/Normatización),,,,,
8.c.1.4.10.4,"Lactosa, Curva de tolerancia (S/Normatización)",,,,,
8.c.1.4.10.5,Leucoaglutinación inhibición de (S/Normatización),,,,,
8.c.1.4.10.6,Leucoaglutininas método directo (S/Normatización),,,,,
8.c.1.4.10.7,Leucoprecipitinas (S/Normatización),,,,,
8.c.1.4.10.8,Levulinico delta amino ácido (S/Normatización),,,,,
8.c.1.4.10.9,Levulinico dehidratasa (S/Normatización),,,,,
8.c.1.4.10.10,Lidocainemia (S/Normatización),,,,,
8.c.1.4.10.11,Lipoproteinlipasa (S/Normatización),,,,,
8.c.1.4.10.12,Lisina vasopresina test (S/Normatización),,,,,
8.c.1.4.11,M,,,,,
8.c.1.4.11.1,Maduración pulmonar fetal (S/Normatización),,,,,
8.c.1.4.11.2,Mantoux intradermo-reacción (S/Normatización),,,,,
8.c.1.4.11.3,Moco cervical cristalización (S/Normatización),,,,,
8.c.1.4.12,O,,,,,
8.c.1.4.12.1,Olanzapina (S/Normatización),,,,,
8.c.1.4.12.2,Osmolaridad clearence (S/Normatización),,,,,
8.c.1.4.13,P,,,,,
8.c.1.4.13.1,Peroxidasas,,,,,
8.c.1.4.13.2,Polisacáridos (S/Normatización),,,,,
8.c.1.4.13.3,Precalicreína (S/Normatización),,,,,
8.c.1.4.13.4,Pregnandiol urinario (S/Normatización),,,,,
8.c.1.4.13.5,Pregnantriol (S/Normatización),,,,,
8.c.1.4.13.6,Proteico clearance (S/Normatización),,,,,
8.c.1.4.14,Q,,,,,
8.c.1.4.14.1,Quinidinemia (S/Normatización),,,,,
8.c.1.4.14.2,Quimiotripsina (S/Normatización),,,,,
8.c.1.4.15,R,,,,,
8.c.1.4.15.1,Risperidona (S/Normatización),,,,,
8.c.1.4.16,S,,,,,
8.c.1.4.16.1,"Secretina, test de la (S/Normatización)",,,,,
8.c.1.4.16.2,Subtipo A2 determinación (S/Normatización),,,,,
8.c.1.4.17,T,,,,,
8.c.1.4.17.1,Test de xilosa (S/Normatización),,,,,
8.c.1.4.17.2,Testosterona biodisponible (S/Normatización),,,,,
8.c.1.4.17.3,"Thorn, Prueba de (S/Normatización)",,,,,
8.c.1.4.17.4,"Tolbutamida, Prueba de (S/Normatización)",,,,,
8.c.1.4.17.5,Trombocitopenia inducida (S/Normatización),,,,,
8.c.1.4.17.6,Troponina I (S/Normatización),,,,,
8.c.1.4.18,V,,,,,
8.c.1.4.18.1,Volemia radioquímico (S/Normatización),,,,,
8.c.1.4.19,X,,,,,
8.c.1.4.19.1,"Xilosa, Test de (S/Normatización)",,,,,
8.c.1.4.20,Z,,,,,
8.c.1.4.20.1,Zinc eritrocitario (S/Normatización),,,,,
8.c.1.4.20.2,Zinc sérico (S/Normatización),,,,,
8.c.1.5,ESTUDIOS Y PROCEDIMIENTOS DE IMAGENOLOGIA,,,,,
8.c.1.5.1,CEFALOMETRIA (S/Normatización),,,,,
8.c.1.5.2,RM DE CORAZON (S/Normatización),,,,,
8.c.1.5.3,ESTUDIOS FUNCIONALES CARDIACOS CON RM (S/Normatización),,,,,
8.c.1.5.4,ANGIO RM DE TORAX (S/Normatización),,,,,
8.c.1.5.5,RM DE MAMA (S/Normatización),,,,,
8.c.1.5.6,RM INTERVENCIONISTA DE MAMA (S/Normatización),,,,,
8.c.1.5.7,ESTUDIOS FUNCIONALES CEREBRALES CON RM (S/Normatización),,,,,
8.c.1.5.8,ESTUDIOS DE DIFUSION-PERFUSION CON RM (S/Normatización),,,,,
8.c.1.5.9,ESPECTROSCOPIA CON RM (S/Normatización),,,,,
8.c.1.5.10,ANGIO RM. ARTERIAL DE EXTREMIDADES (S/Normatización),,,,,
8.c.1.5.11,ANGIO RM VENOSA DE MIEMBROS INFERIORES (S/Normatización),,,,,
8.c.1.5.12,ANGIO RM DE ABDOMEN (S/Normatización),,,,,
8.c.1.5.13,COLANGIO RM. (S/Normatización),,,,,
8.c.1.5.14,RM DE PROSTATA ESPECTROSCOPIA (S/Normatización),,,,,
8.c.1.6,PROCEDIMIENTOS DIAGNOSTICOS UROLOGICOS,,,,,
8.c.1.6.1,MANOMETRIA (S/Normatización),,,,,
8.c.1.7,PROCEDIMIENTOS DE GASTROENTEROLOGIA,,,,,
8.c.1.7.1,Estudio dinámico de la deglución (S/Normatización),,,,,
8.c.1.7.2,Manometría ano-rectal (S/Normatización),,,,,
8.c.1.8,PROCEDIMIENTOS DE NEUMOLOGIA,,,,,
8.c.1.8.1,Oximetría nocturna (S/Normatización),,,,,
8.c.1.8.2,Test de provocación bronquial por Metacolina (S/Normatización),,,,,
8.c.1.8.3,Test cardiopulmonar de ejercicio (consumo de oxígeno) (S/Normatización),,,,,
8.c.1.9,PROCEDIMIENTOS DE NEUROFISIOLOGIA,,,,,
8.c.1.9.1,Cronaximetría (S/Normatización),,,,,
8.c.1.9.2,"E.E.G. con electrodos especiales esfenoidal, nasofaríngeo, miniesfenoidal, etc. (S/Normatización)",,,,,
8.c.1.9.3,"Estudio de fibra aislada, voluntaria estimulada (S/Normatización)",,,,,
8.c.1.9.4,"Estudio de esfínter anal (EMG, respuesta pudenda motora con electrodos intrarrectales) (S/Normatización)",,,,,
8.c.1.9.5,Test de cuantificación sensorial (S/Normatización),,,,,
8.c.1.10,PROCEDIMIENTOS DE UROLOGIA,,,,,
8.c.1.10.1,Cistotonomanometría (S/Normatización),,,,,
8.c.2,PROCEDIMIENTOS TERAPÉUTICOS Y DE REHABILITACIÓN,,,,,
8.c.2.1,OPERACIONES EN EL SISTEMA NERVIOSO,,,,,
8.c.2.1.1,Talamotomía (S/Protocolo),,,,,
8.c.2.1.2,Hemisferectomía (S/Protocolo),,,,,
8.c.2.1.3,Derivación ventricular a la cavidad torácica (S/Protocolo),,,,,
8.c.2.1.3.1,Anastomosis ventrículopleural (S/Protocolo),,,,,
8.c.2.1.4,Otras operaciones para establecer drenajes de ventrículo (S/Protocolo),,,,,
8.c.2.1.4.1,Derivación ventricular a localización extracraneal (S/Protocolo),,,,,
8.c.2.1.5,Otras reparaciones de operaciones plásticas sobre estructuras del conducto espinal (S/Protocolo),,,,,
8.c.2.1.5.1,Reparación de:,,,,,
8.c.2.1.5.1.1,defecto de arco vertebral (S/Protocolo),,,,,
8.c.2.1.5.1.2,diastematomielia (S/Protocolo),,,,,
8.c.2.1.5.1.3,espina bífida (S/Protocolo),,,,,
8.c.2.1.5.1.4,médula espinal (S/Protocolo),,,,,
8.c.2.1.5.1.5,meninges espinales (S/Protocolo),,,,,
8.c.2.1.6,Sección de nervio trigémino (S/Protocolo),,,,,
8.c.2.1.6.1,Neurotomía retrogasseriana (S/Protocolo),,,,,
8.c.2.1.6.2,Neurotomía retrogasseriana tipo Frazier (L) (S/Protocolo),,,,,
8.c.2.1.6.3,Neurotornía retrogasseriana tipo Dandy (L) (S/Protocolo),,,,,
8.c.2.1.7,Otras excisiones o avulsiones de nervios craneales y periféricos (S/Protocolo),,,,,
8.c.2.1.7.1,Curetaje (S/Protocolo),,,,,
8.c.2.1.7.2,Desbridamiento (S/Protocolo),,,,,
8.c.2.1.7.3,Resección (S/Protocolo),,,,,
8.c.2.1.7.4,Escisión de neuroma periférico [de Morton] (S/Protocolo),,,,,
8.c.2.1.8,Neurectomía del Aurículotemporal (S/Protocolo),,,,,
8.c.2.1.9,Neurectomía del Dentario (S/Protocolo),,,,,
8.c.2.1.10,Neurectomía del Infraorbitario (S/Protocolo),,,,,
8.c.2.1.11,Destrucción de nervios craneales y periféricos (S/Protocolo),,,,,
8.c.2.1.11.1,Destrucción de nervios craneales o periféricos por:,,,,,
8.c.2.1.11.1.1,crioanalgesia (S/Protocolo),,,,,
8.c.2.1.11.1.2,inyección de agente neurolítico (S/Protocolo),,,,,
8.c.2.1.12,Lisis de adherencias y descompresión de nervios craneales y periféricos (S/Protocolo),,,,,
8.c.2.1.13,Tratamiento quirúrgico del túnel cubital (Síndrome de Guyon) (S/Protocolo),,,,,
8.c.2.1.14,Tratamiento quirúrgico de la compresión del nervio radial en el codo (S/Protocolo),,,,,
8.c.2.1.15,Tratamiento quirúrgico de la compresión del nervio mediano en el codo (S/Protocolo),,,,,
8.c.2.1.16,Decompresión transetmoidal del Nervio Óptico (S/Protocolo),,,,,
8.c.2.1.17,Otra neuroplastia craneal o periférica (S/Protocolo),,,,,
8.c.2.1.18,Anastomosis hipogloso-facial (S/Protocolo),,,,,
8.c.2.1.19,Anastomosis accesorio-facial (S/Protocolo),,,,,
8.c.2.1.20,Anastomosis accesorio-hipoglosa (S/Protocolo),,,,,
8.c.2.1.21,Revisión de reparación anterior de nervios craneales y periféricos (S/Protocolo),,,,,
8.c.2.1.22,Reparación de herida traumática antigua de cráneo y nervios periféricos (S/Protocolo),,,,,
8.c.2.1.23,División de nervio o ganglio simpático (S/Protocolo),,,,,
8.c.2.2,OPERACIONES OFTALMOLOGICAS,,,,,
8.c.2.2.1,Facoemulsificación y aspiración de catarata (S/Protocolo),,,,,
8.c.2.3,OPERACIONES EN EL OIDO,,,,,
8.c.2.3.1,Reposición de oreja amputada (S/Protocolo),,,,,
8.c.2.3.2,Reparación quirúrgica de la oreja en asa (S/Protocolo),,,,,
8.c.2.4,OPERACIONES EN EL SISTEMA RESPIRATORIO,,,,,
8.c.2.4.1,Otras operaciones sobre laringe - Cirugía con Láser (S/Protocolo),,,,,
8.c.2.4.2,Destrucción de nervio frénico por colapso de pulmón (S/Protocolo),,,,,
8.c.2.4.3,Neumotórax artificial por colapso de pulmón (S/Protocolo),,,,,
8.c.2.4.4,Toracotomía para colapso de pulmón (S/Protocolo),,,,,
8.c.2.4.5,Neumoperitoneo por colapso de pulmón (S/Protocolo),,,,,
8.c.2.5,OPERACIONES EN EL SISTEMA DIGESTIVO,,,,,
8.c.2.5.1,Resección total de intestino delgado (S/Protocolo),,,,,
8.c.2.5.2,Yeyunostomía percutánea [endoscópica] (YPE) (S/Protocolo),,,,,
8.c.2.5.3,Aspiración percutánea de vesícula biliar - Colecistostomía percutánea (S/Protocolo),,,,,
8.c.2.5.4,Inserción endoscópica de tubo de drenaje nasopancreático (S/Protocolo),,,,,
8.c.2.5.5,Dilatación endoscópica del conducto pancreático (S/Protocolo),,,,,
8.c.2.6,OPERACIONES SOBRE EL APARATO URINARIO,,,,,
8.c.2.6.1,Extracción transuretral de obstáculo de uréter y pelvis renal de uréter o pelvis renal de uréter o pelvis renal sin incisión (S/Protocolo).,,Aclaracion: la extracción de cálculos urinarios se encuentra incluida por decreto Decreto N° 219/006.,,,
8.c.2.6.2,Otras operaciones sobre uréter,,,,,
8.c.2.6.2.1,Colocación de endoprótesis ureterales retrógradas (Cirugía endoscópica) (S/Protocolo),,,,,
8.c.2.6.2.2,Corrección de reflujo vesico - ureteral por inyección subureteral (cirugía endoscópica) (S/Protocolo),,,,,
8.c.2.6.2.3,Ureteronefroscopía flexible (S/Protocolo),,,,,
8.c.2.6.2.4,Colocación de endoprótesis ureterales por vía anterógrada (Cirugía endoscópica) (S/Protocolo),,,,,
8.c.2.6.3,Otras operaciones sobre vejiga,,,,,
8.c.2.6.3.1,Colocación de esfínteres artificiales (S/Protocolo),,,,,
8.c.2.6.3.2,Corrección de incontinencia por inyección (Cirugía endoscópica) (S/Protocolo),,,,,
8.c.2.6.4,Dilatación uretral con balón (Cirugía endoscópica) (S/Protocolo),,,,,
8.c.2.6.5,Colocación de prótesis endouretrales (Cirugía endoscópica) (S/Protocolo),,,,,
8.c.2.6.6,Inyección de implante en cuello vesical o intrauretral,,,,,
8.c.2.6.6.1,Collagen implantado (S/Protocolo),,,,,
8.c.2.6.6.2,Inyección endoscópica de implante (S/Protocolo),,,,,
8.c.2.6.6.3,Implante grueso (S/Protocolo),,,,,
8.c.2.6.6.4,Implante de polyte (S/Protocolo),,,,,
8.c.2.6.7,Otras operaciones sobre el aparato urinario,,,,,
8.c.2.6.7.1,Cirugía percutánea renal (Cirugía endoscópica) (S/Protocolo),,,,,
8.c.2.6.7.2,Ureteronefroscopía flexible (Cirugía endoscópica) (S/Protocolo),,,,,
8.c.2.7,OPERACIONES SOBRE LOS ORGANOS GENITALES MASCULINOS,,,,,
8.c.2.7.1,Reimplantación de pene (S/Protocolo),,,,,
8.c.2.7.2,Recolocación de pene amputado (S/Protocolo),,,,,
8.c.2.8,OPERACIONES SOBRE LOS ORGANOS GENITALES FEMENINOS,,,,,
8.c.2.8.1,Marsupialización de quiste ovárico (S/Protocolo),,,,,
8.c.2.8.2,Trasplante de ovario (S/Protocolo),,,,,
8.c.2.8.3,Ruptura manual de quiste ovárico (S/Protocolo),,,,,
8.c.2.8.4,Denervación ovárica (S/Protocolo),,,,,
8.c.2.8.5,Aspiración de trompa de Falopio (S/Protocolo),,,,,
8.c.2.8.6,Denervación uterina paracervical (S/Protocolo),,,,,
8.c.2.8.7,Extracción o regulación menstrual (S/Protocolo),,,,,
8.c.2.8.8,Inserción de dispositivo terapéutico en útero (S/Protocolo),,,,,
8.c.2.8.9,Introducción de Radium en cuello uterino y útero,,,,,
8.c.2.9,OPERACIONES SOBRE EL APARATO MUSCULO-ESQUELETICO,,,,,
8.c.2.9.1,Genioplastia de aumento (S/Protocolo),,,,,
8.c.2.9.2,Mentoplastia: con injerto o implantación (S/Protocolo),,,,,
8.c.2.9.3,Artroplastia y reparación de hombro y codo,,,,,
8.c.2.9.3.1,Reparación de codo (S/Protocolo),,,,,
8.c.2.9.4,Reimplante de extremidad (S/Protocolo),,,,,
8.c.2.9.4.1,Reimplante de dedo pulgar (S/Protocolo),,,,,
8.c.2.9.4.2,Reimplante de dedo de mano (S/Protocolo),,,,,
8.c.2.9.4.3,"Reimplante de antebrazo, muñeca o mano (S/Protocolo)",,,,,
8.c.2.9.4.4,Reimplante de brazo superior (S/Protocolo),,,,,
8.c.2.9.4.5,Reimplante de dedo de pie (S/Protocolo),,,,,
8.c.2.9.4.6,Reimplante de pie (S/Protocolo),,,,,
8.c.2.9.4.7,Reimplante de pierna inferior y tobillo (S/Protocolo),,,,,
8.c.2.9.4.8,Reimplante de muslo (S/Protocolo),,,,,
8.c.2.9.5,Otras operaciones sobre el aparato musculoesquelético,,,,,
8.c.2.9.5.1,Transposición pie-mano (microcirugía) (S/Protocolo),,,,,
8.c.2.9.5.2,Transposición mano mano (microcirugía) (S/Protocolo),,,,,
8.c.2.10,OPERACIONES SOBRE EL APARATO TEGUMENTARIO,,,,,
8.c.2.10.1,Mamoplastia de reducción y mastectomía subcutánea (Sólo por patología asociada) (S/Protocolo),,,,,
8.c.2.10.2,Mamoplastia de reducción unilateral (S/Protocolo),,,,,
8.c.2.10.3,Mamoplastia para reducción de tamaño (S/Protocolo),,,,,
8.c.2.10.4,Mamoplastia de reducción bilateral (S/Protocolo),,,,,
8.c.2.10.4.1,Mamoplastia de reducción (por ginecomastia) (S/Protocolo),,,,,
8.c.2.10.4.2,Amputación (S/Protocolo),,,,,
8.c.2.10.4.3,Tratamiento quirúrgico de la gigantomastia (reducción) (S/Protocolo),,,,,
8.c.2.10.5,Extirpación de tejido mamario preservando piel y pezón (S/Protocolo),,,,,
8.c.2.10.6,Otras operaciones de reparación y plásticas sobre mama,,,,,
8.c.2.10.6.1,Sutura de desgarro de la mama (S/Protocolo),,,,,
8.c.2.10.6.2,Injerto de grosor parcial en la piel de la mama (S/Protocolo),,,,,
8.c.2.10.6.3,Injerto de grosor total en la piel de la mama (S/Protocolo),,,,,
8.c.2.10.6.4,Colgajo sobre la mama (S/Protocolo),,,,,
8.c.2.10.6.5,Colgajo muscular sobre región mamaria (S/Protocolo),,,,,
8.c.2.10.6.6,Transposición de pezón (S/Protocolo),,,,,
8.c.2.10.7,Otras operaciones sobre la mama,,,,,
8.c.2.10.7.1,Aspiración de mama (S/Protocolo),,,,,
8.c.2.10.7.2,Inyección de agente terapéutico en mama (S/Protocolo),,,,,
8.c.2.10.8,Operaciones sobre piel y tejido subcutáneo (S/Protocolo),,,,,
8.c.2.10.8.1,Lipoaspiración de lipomas (S/Protocolo),,,,,
8.c.2.10.9,Injertos de pedículos o colgajos,,,,,
8.c.2.10.9.1,Reparación con Colgajo Osteomiocutáneo (microcirugía) (S/Protocolo),,,,,
8.c.2.10.9.2,Confección de colgajo libre (microcirugía) (S/Protocolo),,,,,
8.c.2.11,PROCEDIMIENTOS DE GASTROENTEROLOGIA,,,,,
8.c.2.11.1,Ablación de tumores esofágicos por métodos físicos o químicos (S/Protocolo),,,,,
8.c.2.12,PROCEDIMIENTOS DE HEMOTERAPIA,,,,,
8.c.2.12.1,Transfusión intraamniótica (S/Protocolo),,,,,
8.c.2.12.2,Ultrafiltración (S/Protocolo),,,,,
8.c.2.12.3,Ultrafiltración con filtros de prosorva o similares (complementemia) (S/Protocolo),,,,,
8.c.3,SALUD BUCAL,,,,,
8.c.3.1,Reimplante (S/Protocolo),,,,,
8.c.3.2,CIRUGIA ALTAMENTE ESPECIALIZADA:,,,,,
8.c.3.2.1,Disyunciones cráneo faciales (S/Protocolo),,,,,
9,PROCEDIMIENTOS FINANCIADOS POR EL FONDO NACIONAL DE RECURSOS,,"Las prestaciones que son cubiertas a través del el Fondo Nacional de Recursos se rigen de acuerdo a resoluciones aprobadas por la Comisión Honoraria Administradora.
 
 De acuerdo al artículo 5 de la Ley N° 16343 la Comisión Honoraria Administradora determinará las afecciones, técnicas y medicamentos que estarán cubiertos por el Fondo Nacional de Recursos.
 
 La ley Ley 18.211 de creacion del Sistema Nacional Integrado de Salud en su artículo 73, establece que el Fondo Nacional de Recursos mantendrá su autonomía administrativa en los términos de la Ley Nº 16.343, de 24 de diciembre de 1992, y demás disposiciones aplicables.
 
 Actualmente la cobertura de procedimientos es la siguiente:","Ley N° 16.343, Ley N° 18.211",http://www.impo.com.uy/bases/leyes/16343-1992,
9.a,Artroplastia de Cadera por Artrosis,,,,,
9.b,Artroplastia de Cadera por Fractura,,,,,
9.c,Artroplastia de Rodilla,,,,,
9.d,Estudio hemodinámico pulmonar por cateterismo cardiaco derecho,,,,,
9.e,Cateterismo cardíaco diagnóstico en cardiopatía congénita en niños,,,,,
9.f,Intervencionismo en cardiopatias congenitas,,,,,
9.g,"Cirugía Cardíaca: cirugía de revascularización coronaria, cirugía valvular, cardiopatías congénitas en adultos, cirugía de aorta.",,,,,
9.h,Cirugía Cardíaca Infantil: cirugía cardíaca en cardiopatía congénita en niños,,,,,
9.i,Implante de cardiodesfibrilador en prevención secundaria,,,,,
9.j,Dispositivo para Implante Coclear (personas menores de 7 años),,,,,
9.k,Tratamiento dialítico: Hemodiálisis crónica y Diálisis Peritoneal Crónica Ambulatoria,,,,,
9.l,"Marcapaso permanenteimplante, recambio y exploración",,,,,
9.ll,Procedimiento Cardiológico Intervencionista (PCI),,,,,
9.m,Tomografía por Emisión de Positrones (PET - SCAN),,,,,
9.n,Trasplante Cardíaco,,,,,
9.ñ,Trasplante Hepático,,,,,
9.o,Trasplante de médula ósea o trasplante de progenitores hematopoyéticos,,,,,
9.p,Trasplante Renal,,,,,
9.q,Tratamiento de Infertilidad Humana mediante técnicas de Reproducción Asistida de Alta Complejidad.,,,,,
9.r,Tratamiento de Quemados,,,,,
9.s,"Actos en el Exterior: Trasplante hepático pediátrico, Trasplante pulmonar, tromboendarterectomia.",,,,,
9.t,Los medicamentos cubiertos por el FNR forman parte del Formulario Terapeutico de Medicamentos.,,,,,
10,"LEYES, DECRETOS Y ORDENANZAS REFERIDAS AL ANEXO I Y II DE LOS PROGRAMAS INTEGRALES DE SALUD Y CATÁLOGO DE PRESTACIONES",,,,,
10.a,SISTEMA NACIONAL INTEGRADO DE SALUD - Ley Nº 18.211,,"NORMATIVA REFERENTE A SU CREACIÓN, FUNCIONAMIENTO Y FINANCIACIÓN
 
 Artículo 1º.- La presente ley reglamenta el derecho a la protección de la salud que tienen todos los habitantes residentes en el país y establece las modalidades para su acceso a servicios integrales de salud. Sus disposiciones son de orden público e interés social.
 
 Artículo 5º.- A efectos de lo dispuesto en el artículo 2º de la presente ley, compete al Ministerio de Salud Pública:
 
 E) Aprobar los programas de prestaciones integrales de salud que deberán brindar a sus usuarios los prestadores públicos y privados que integren el Sistema Nacional Integrado de Salud, y mantenerlos actualizados de conformidad con los avances científicos y la realidad epidemiológica de la población.
 
 Artículo 45.- Las entidades públicas y privadas que integren el Sistema Nacional Integrado de Salud deberán suministrar a su población usuaria los programas integrales de prestaciones que apruebe el Ministerio de Salud Pública, con recursos propios o contratados con otros prestadores integrales o parciales públicos o privados.
 
 Los programas integrales de prestaciones incluirán:
 
 A) Actividades de promoción y protección de salud dirigidas a las personas.
 B) Diagnóstico precoz y tratamiento adecuado y oportuno de los problemas de saludenfermedad detectados.
 C) Acciones de recuperación, rehabilitación y cuidados paliativos, según corresponda.
 D) Acceso a medicamentos y recursos tecnológicos suficientes.
 
 La reglamentación de la presente ley definirá taxativamente las prestaciones incluidas, que serán descriptas en términos de sus componentes y contarán con indicadores de calidad de los procesos y resultados, conforme a los cuales la Junta Nacional de Salud auditará la atención brindada a los efectos de autorizar el pago de cuota salud a los prestadores.
 
 Artículo 47.- Las prestaciones no incluidas en los programas integrales de observancia obligatoria, que ofrezcan a sus usuarios las instituciones que integren el Sistema Nacional Integrado de Salud, serán convenidas entre prestadores y usuarios, en régimen de libre contratación. Cuando se trate de prestaciones sanitarias, el Ministerio de Salud Pública las controlará en sus aspectos técnicos.
 
 Artículo 58.- Los prestadores que integren el Sistema Nacional Integrado de Salud no podrán rechazar a ningún usuario amparado por el Seguro Nacional de Salud ni limitarle las prestaciones incluidas en los programas integrales de salud aprobados por el Ministerio de Salud Pública.",Ley Nº 18.211,http://www.impo.com.uy/bases/leyes/18211-2007,
